id;language;review_full;aspect_manuel;sentiment_manuel
fr_0377187;fr;"Le micro fonctionne très mal voire pas

j'ai acheté ces oreillette pour pouvoir téléphoner depuis mon iphone et/ou depuis mon ordi portable. Tous mes interlocuteurs m'ont dit qu'ils ne m'entendaient pas. Le son est relativement correct à l'écoute. Je déconseille fortement ce produit si c'est pour utiliser le micro...";Qualité;0
fr_0513312;fr;"Parfait!

super produit;j'ai hésité entre steam pod et fer à IR, mais il n'y a pas de difference entre les 2 lisseurs( mais plus économique!).Celui-çi rend les cheveux lisses et doux, on a l'impression de sortir de chez le coiffeur. J'ai reçu ma commande avant le délai de livraison, je recommande fortement ce fournisseur.";Qualité;2
fr_0762848;fr;"Plastique souple pour un démoulage plus aisé.

Produits corrects. Accessoires pratiques. Pressée de tester les moules sphères !";Qualité;2
fr_0288016;fr;"Abattant WC

Le système pour ralentir la retombée fonctionne bien. Par contre le système de fixation est médiocre et bouge sans arrêt";Qualité;1
fr_0685307;fr;"Tour de son

Facile a utiliser et a installer. Seul petit hic c'est la recherche des stations radio et la mémorisation.. Très bon son. Ravie de mon achat.";Qualité;2
fr_0286333;fr;"Top

Bien reçu et conforme";Service;2
fr_0021252;fr;"Ne pas acheter

Nul fragile au montage la partie a visser se décolle si on serre l écrou. Il faut impérativement des résistances pour le fonctionnement...ou changer la centrale.. Alors qu'ils disent que non.";Qualité;0
fr_0568249;fr;"Beau mais fragile

Très fragile, se casse tout seul dans les angles. Obligé de changer après 2mois d'utilisation....";Qualité;0
fr_0982385;fr;"Tombée en panne après un mois!!

Horrible. Au début on a vraiment apprécié la qualité de ce produit. Mais après un mois d'utilisation, elle est tombée en panne et ne marche plus. Aucun moyen de les contacter pour faire un retour.";Service;0
fr_0842709;fr;"PARFAIT

correspond à la description. suffisamment stable en mode trépied robuste et efficace attention lorsque vous rangez la télécommande, vous pourriez la rallumer sans vous en apercevoir";Qualité;2
fr_0409543;fr;"Dommage mais de mauvaise qualité.

Devenant. La lentille du microscope n’est pas de bonne qualité. La boîte est bien faite, avec des lames pré remplies, un book bien fait pour que les enfants puissent tenter leurs experiences. Le microscope semble solide. Mais à chaque fois qu’on tente de regarder une lame, une grosse tache apparaît. J’ai renvoyé le premier exemplaire puis le second et Hani renonce : à chaque fois le même défaut qui rend le microscope inutilisable.";Qualité;0
fr_0207248;fr;"conforme

conforme très difficile de le trouver dans les commerces qui vous vendent le cocottes";Qualité;1
fr_0874036;fr;"Ne tient pas au mur

Rendu lamentable ne tient pas au mur j'ai tt retiré ça faisait limite minable";Qualité;0
fr_0211752;fr;"Ires beau mais un peu chère

je croyais qu'il y en avait 3 pour le prix quant j'ai commandé mais c'est en 120 qui en a 3. Seulement 2 en 140";Prix;0
fr_0182435;fr;"Déçue par la qualité du tissus.

Tissus très fin et transparent. Ne peut pas être repassé ni lavé à la main.";Qualité;0
fr_0535115;fr;"Pas terrible mais ca depanne

Tapis trop fin et leger, pas assez anti-adherent, resultat il ne reste pas en place sur le carrelage. Bon il est quand même joli et pas cher. Par contre comme il est livré plié en 2, il conserve sa forme meme une semaine après la pliure ne se defait pas.";Qualité;1
fr_0321423;fr;"Produit pourrie

Produit totalement pourri tres chere pour ce que c'est en plus bref Jai la haine ne perdez pas votre temps pour passer votre chemin";Prix;0
fr_0104872;fr;"Un peut déçus

je realise des savon en saponification a froid mais les colorant ne tienne pas je suis pas happy...";Qualité;0
fr_0772600;fr;"Robe déguisement

Ma fille a vraiment aimé cette jolie robe de princesse. La taille est bien, elle correspond bien à son âge. Par contre, elle s'abîme rapidement... la robe est déjà un peu déchirée au niveau du bas.";Qualité;2
fr_0466578;fr;".....

Article non reçu a ce jour........... Pourtant le suivi dit que je l ai reçu le 8 aout";Livraison;0
fr_0132181;fr;"Recommander

Bon produit mais ne coupe pas aussi bien que c’est dit dans la description. À acheter pour couper quelques aliments pas secs";Service;0
fr_0487366;fr;"Neuf?!??

Achat neuf, produit reçu dans un emballage découpé au cutter et agrafé. Le joint est poussiéreux et vieux. La date de fabrication est moulée dans le joint et on peut lire juillet 2017! Le joint a 1an et demi?!? Je ne suis pas spécialiste en matériaux mais le caoutchouc n'a sûrement pas l’élasticité d'origine. Reste à tester la bête si c'est étanche...Je n'ai pas contacté le vendeur car il sait ce qu'il fait en envoyant un matos ""neuf"" dans un emballage déjà ouvert. Pas confiance. L'envoi est rapide malgré tout.";Service;0
fr_0874623;fr;"Ne fonctionne absolument pas

J'ai fai tout comme indiqué. Aucun résultat.";Qualité;0
fr_0907407;fr;"Attention au câble de téléphone

Produits bien fini, mais la conception de l’emplacement de l’ouverture du câble de rechargement du téléphone laisse à désirer, le connecteur but conte la structure et porte le poids du téléphone en appli";Qualité;0
fr_0692972;fr;"Superbe peluche

Adorable petit peluche j'ai également acheté celui qui chante en appuyant sur le ventre superbe collection.";Qualité;2
fr_0097685;fr;"Joli set de bonne qualité

Couverts bien finis, bien brillants, petite gravure sympa, résistants au lave-vaisselle, pas trop lourds ni trop grands, adaptés pour un enfant à partir de 3 ans (sauf le couteau).";Qualité;2
fr_0852236;fr;"un peu fragile

eclairage satisfaisant mais l'ensemble un peu léger et fragile";Qualité;1
fr_0394131;fr;"Cable sensible

Même pas un mois et il marche plus";Qualité;0
fr_0197888;fr;"Superbe

Superbe souris j'ai tester plusieurs souris de se genre mes celle la est vraiment bien pas cher rapide en livraison livrer dans une genre de petite caisse ca fait penser au caisse opening dans les jeux vidéo et franchement niveau couleur au top j'ai tester le Dpi c'est bien ce qui est dit il y'a un niveau de précision sur le coter a gauche pas mal pour certain jeux ou certaine tache qui demande de la pression comme pourquoi pas de la découpe sur Photoshop dommage qu'on ne peut pas changer la couleur de la souris ou peut être que je ne sais pas le faire . Et il y'a un truc pas top top c'est que la notice est que en japonais ou chinois . Sinon niveau suivant précédent pour passer d'une page a l'autre oué c'est pas mal très réactif les boutons clique son très bien même mieux que sur les autres souris que j'ai tester au paravent donc oui je la conseille pour une utilisation normal . Et pour des jeux qui ne sont pas trop compliquer ou sa demande pas beaucoup de raccourcie clavier dommage qu'il na pas le bouton double clique quoi que sur l'autre souris que j'avait je ne m'en servait pas";Qualité;2
fr_0771275;fr;"Belle découverte !

Un livre acheté un peu par hasard et une vraie belle découverte. C'est très bien écrit. Les personnages sont attachants (j'ai presqu'envie qu'une suite nous soit un jour proposée...). Une lecture qui a enchanté mes transports que je recommande chaleureusement.";Qualité;2
fr_0795301;fr;"Petit tampon pour petit tableau

Je cherchais un effaceur magnétique qui ne prend pas trop de place sur mon petit tableau. Celui la est parfait.";Qualité;2
fr_0093346;fr;"Parfait pour ma plancha

Excellent rapport qualité / prix pour ce tuyau à vie - Raccordement de la bouteille de gaz à la rampe des bruleurs de ma plancha - passage par orifice réservé au tuyau dans le meuble . Je peux le conseiller.";Prix;2
fr_0113540;fr;"colis trouvé avec 24 heure d avance un peut par hasard

livraison prévu le mercredi dans la journée. colis retrouvé la veille dans le jardin emballage ayant beaucoup souffert durant le transfert. heureusement le sur-emballage a bien remplie sont rôle de protection. un largage par hélicoptère aurai pus être plus délicat.";Livraison;0
fr_0250930;fr;"Bof

Beaucoup de dessins, très peu de lecture... Le cadeau a fait son effet (une petite fan ravie), mais une fois lu donc à peine quelques minutes plus tard, il était rangé sur l'étagère. Bref c'est très cher pour ce que c'est et malgré la demande de ma fille, je ne pense pas commander les autres tomes sortis ensuite...";Qualité;0
fr_0719458;fr;"Déçu par la taille

J’ai commandé ce produit en pensant qu’elle était de taille moyenne, au vu des photos. Pas du tout. C’est des toute petite et connaissant ces pinces, beaucoup trop fragiles. Bien pour des accrocher des photos sur un fil fin.";Qualité;0
fr_0021188;fr;"Pratique et de bonne qualité.

Coque de bonne qualité. Emplacement intérieur prévu pour la plaque magnétique, pour poser le téléphone dans la voiture. Je l'avais pour mon note 8, donc racheté pour le note 10. C'est impeccable.";Qualité;2
fr_0293795;fr;"Très joli

J'ai acheté cet attrape-rêves pour offrir et la personne qui l'a reçue (une jeune fille de 14 ans) a été ravie. Il est étonnement grand, plus que ce dont il avait l'air sur la photo. Les couleurs sont très belles et il est du plus bel effet sur un mur. Côté livraison, aucun souci.";Qualité;2
fr_0031728;fr;"Très utile

Utilisé pour le barbecue. Parfait pour éviter les brûlures. Belle qualité";Qualité;2
fr_0442012;fr;"Bon album

Des titres agréables à écouter surtout le tube Wonderfull life mais aussi d'autres titres peu connus.";Qualité;2
fr_0362791;fr;"bon produit, pose facile.

les verres sont livrées avec tout le nécessaire pour nettoyer la vitre. pose facile, sans bulles. le portable repond bien au toucher. je verrais la solidité du verre a l'utilisation. je n'ai pas mis 5 Etoiles car le verre pourrait être plus large de façon a couvrir tous l'écran (il manque environ 2mm de chaque coté) mais sinon bon produit";Qualité;2
fr_0257706;fr;"Pochette plastique

Pas hyper grande qualité mais pratique et les fermetures ont l’air de bien tenir";Qualité;1
fr_0342501;fr;"La taille. Pas bonne je commande un XL je reçois un M

C’était un cadeau pour un collaborateur à surprise quand il m’annonce que c’est un (M) au lieu de XL que j’ai commandé Sans commentaire plus jamais chez vous merci";Service;0
fr_0212030;fr;"Simple mais efficace

En déballant le colis, j'ai pensé un instant que cet achat n'en valait pas la peine, mais je dois reconnaître que ces gratte-dos sont bien faits pour l'usage auxquels ils sont destinés. Juste prévoir un petit morceau de papier de verre ou une petite lime pour ébavurer à quelques endroits.";Qualité;2
fr_0204339;fr;"Rien recu

Bonjour ce colis est noter comme reçu alors que je n’ai rien reçu à ce jours , il y avais deux colis à être livrer le même jours et les deux sont noter comme livrer alors que je n’ai rien reçu ...";Livraison;0
fr_0146752;fr;"Un bon suivi

Malgré un premier envoi ou le bac était cassé le suivi de remplacement a été impeccable. Bon vendeur que je recommande";Service;2
fr_0047203;fr;"Moyen

Super mais pas longtemps les billes se barrent et alors efficacité des semelles ne correspond plus au descriptif";Service;0
fr_0378406;fr;"Des fonctions utiles, mais l'essentiel est raté

Embout de gonflage trop etroit, donc risque de fausser le pas de vis de la valve du pneu, et perte systématique de 0.2 bars au devissage.";Qualité;1
fr_0749613;fr;"Boîtes défoncées

Bon qualité prix mais emballage les boîtes défoncées";Livraison;0
en_0342052;en;"Buy somewhere else

Junk. Junk. Junk. Split in half in less than a month, making it useless. Cutout is too small to properly fit a boot heel in. Wish I could give negative stars.";Qualité;0
en_0778791;en;"Good for the price but not great.

They were okay, and will work but the pockets aren't as deep as I'd like and the straps could be designed better. It was good for the price but I'd like them to be more adjustable and the straps to be less obvious. It looks cheaply made- but they were cheap so I wasn't expecting much.";Prix;2
en_0281951;en;"DOES NOT FIT 2015 HONDA CRV

This product was about 4-5 inches too short to fit in my 2015 Honda CRV. Disappointed. Will be returning.";Qualité;0
en_0379166;en;"Smaller than thought, super pretty and durable

really pretty bag, definitely reusable. Was looking for a big gift bag and thought this would turn out a bit bigger than it did. Using it anyways";Qualité;1
en_0896211;en;"Beautiful band but doesn’t hold up

This was a beautiful band but after only a month of wear the clips on the band became very loose and would fall off. Was sad that it didn’t last long.";Qualité;1
en_0437705;en;"Serviceable and sturdy towel holder.

Heavy enough to stay in place and easy enough to slip on the new towel. No excuses now accepted for leaving an empty towel holder!";Qualité;1
en_0982143;en;"Incorrect items

Unfortunately these were the wrong ones so I can’t use them. No fault of the vendor though.";Qualité;0
en_0835134;en;"Nice....

This wireless charger looks really fancy and it is so easy to use. Love the circle light and it does save me from the wire trouble! It really works well with my phone.";Qualité;2
en_0939334;en;"It looks like the picture

It was nice when you first get it and when it got dirty it was hard to clean because it would stripe and it seemed like you had to clean both side constantly. I gave it one star because it looks like the picture.";Qualité;1
en_0508838;en;"He totally enjoyed playing with this and it will last through more babies!

Bought this for two yr old. Great as teaching tool plus kids want to be hands on";Qualité;2
en_0175898;en;"Five Stars

We love it so far! Very quiet and cleans up great! Would recommend.";Qualité;2
en_0525886;en;"Order it VERY EARLY

Was a bit dissapointed as i wanted 2 make cookies 4 xmas but it took nearly 3 weeks 2 arrive! Got it 3-4 days before. Not much time 2 make with other holiday preps";Livraison;1
en_0233445;en;"Five Stars

Love them! received on time and are perfect for what I needed them. Juicing!!";Qualité;2
en_0577327;en;"NOT COMPLETELY HEAT RESISTANT!!

I purchased these trivets for their advertised versatility. It is listed as being able to use a trivet for hot items AS WELL AS a substitute oven mitt for ovens. As a trivet...no issues. But that's not really that difficult to pull off either. A dishtowel could do the same thing. But I like that the design and the perceived functionality. As a means to use in a HOT oven, NOPE. NO. NADA. I managed to burn my fingers right through one. The mat itself did not burn because of the silicone but it DID NOT protect my hands from the heat.";Qualité;1
en_0879673;en;"Mounting screws missing

Was missing two screws for mounting";Qualité;0
en_0759782;en;"Five Stars

My daughter loves this!....and it keeps her room clean <3";Qualité;2
en_0745941;en;"Super thin fabric.

Fabric is paper thin. Bought for a bed spread/ blanket. And it most definitely is not! This is a thin tapestry. Terrible odor that a washing machine doesn’t get rid of. Colors are bold. Design is pretty.";Qualité;0
en_0310159;en;"One Star

Like the bulbs bought two one came broke in the package not sure how to get replace ?";Qualité;0
en_0929581;en;"Great Stand For a Work Light

Add Two 50 Watt Glorious-Lite led lights and your all set. Much more economical than purchase a ready made work light. Easy to set up and adjust. Nice height when fully extended, as well. The only issue I had, was that some of screw holes, where you attach the lights, were not threaded properly or perhaps over painted. There were other screw holes to use so it didn't matter to me. In my opinion, I would not call it a heavy duty stand, more medium to light duty . I've used it on several construction projects and it has been a great addition to my tool arsenal.";Service;2
en_0519027;en;"Nice pet dish

This was exactly what we were looking for and not as expensive as others";Prix;1
en_0644700;en;"Comfortable

The best sports bra I’ve had. Great if you have a large bust size. Comfortable and supportive.";Qualité;2
en_0545530;en;"Its nice and useful for these old eyes

I love the size. Only problem is the cover for the battery doesnt stay closed";Qualité;2
en_0394457;en;"Does what it’s intended to do

I bought this for my husband and the only complaint he has is the watch seems to lose some of its touch sensitivity.";Qualité;0
en_0549248;en;"Five Stars

Perfect fit for my application to replace a button that was sticking.";Qualité;2
en_0395224;en;"I have a sneaky suspicion that this item had already ...

I have a sneaky suspicion that this item had already been returned: no cd-rom, no allen wrench, camera wrapped in zip lock baggie.On top of that, the camera refused to save settings, and seemed to have a mind of it's own. Sometimes it would aim left when I moved the joystick right, most of time it would not recognize movement or sound. Camera is quite heavy, seems well made- only problem is: it just doesn't do what it is supposed to do! Returned it to Amazon as this particular item must be defective, unless the 5 star reviews are all made up?";Qualité;2
en_0195082;en;"Short life

Loved this charger at first - so much that I bought another one for my kids and one for a relative. They charged quickly but within a few months, they no longer work. So disappointed.";Qualité;1
en_0122870;en;"Loose legs

Unlike the full-rise briefs I bought from another seller, the LEG OPENINGS on these briefs are VERY LOOSE. I have very large thighs, so loose leg openings are remarkable. The waist fits fine and the height is fine. I have not worn them enough to know if there is any other problem.";Qualité;2
en_0234590;en;"hilarious party item

Fun party item. Set your bathroom decor up with this and wait for comments.";Livraison;2
en_0001203;en;"Read something else

I love all her other books, but the author sold out to ""the flavor of the month"" and it cheapened, and basically ruined the book. It also could have used some editing. Not well done.";Qualité;2
en_0984029;en;"Awesome seller.

Awesome product as advertised on Amazon. Recommend seller. A+++++++ seller.";Qualité;2
en_0768914;en;"Strengthening my hands!

These putties are very fun and helpful for my thumb issues on both hands. I ordered two sets so I have them handy around the house. I play them from softest to hardest while I watch TV at night. Very addictive and therapeutic!";Qualité;2
en_0814251;en;"Ease of connecting and setup

Print quality is excellent! Does print slow but well worth the money";Prix;2
en_0400844;en;"short for my needs

Light works okay....but is too short for my needs....takes 'special' bulb.";Qualité;2
en_0373497;en;"Don't use Amazon for home services

Find a local yourself instead of going through Amazon for such services";Qualité;1
en_0470561;en;"Great Oral Breath Freshener for Bad Breath & Dry Mouth

I really like the Oral Breath Freshener Spray. It’s really handy on the go for bad breath or for dry mouth. You can also use it several times a day. Chewing gum can give me a headache so this has replaced it for me. I feel better out in public after using this spray knowing that it really does work. Will be purchasing more when this one runs out! Highly recommend!";Qualité;1
en_0639713;en;"It was a little to wide for his mouth

Baby did not like it";Qualité;0
en_0889943;en;"Bad quality

Pump keeps shutting off requiring full unplug and replug. Also water flow is less than a trickle";Qualité;0
en_0491619;en;"Parts missing

One of the clothes clips was missing, probably due to the cheap plastic packaging and the rip in the bag. It may work fine with the remaining clips but a little quality control prior to shipping would have prevented this two star review.";Prix;1
en_0673119;en;"Two Stars

Didn't notice much of a difference in appetite.";Qualité;2
en_0429680;en;"Don’t fit correct

They are not really as dark as they show in the image, and do not for correctly";Qualité;2
en_0934612;en;"Ok

It will keep your head warm but breathing through the mask is extremely difficult.";Qualité;2
en_0548687;en;"Overdue refund!

I returned this product December 7th and have UPS confirmation of return delivery. I have yet to receive my refund!";Livraison;1
en_0522612;en;"My German Shepherd loves her new collar.

My German Shepherd loves her new collar. Now she can show the other dogs in the neighborhood that she has style";Qualité;1
en_0444772;en;"the balls don't bounce very well

i bought these as our three grandsons love playing ball. they particularly like bouncing them down the stairs. of the 12 balls that we received,three bounced okay, and five were not great but mildly ok. four just made kind of a dull thud and bounced maybe 10 inches. very disappointing";Qualité;1
en_0683922;en;"Good product especially for the price

These are one of the better gloves in my opinion. They are decently warm until we get to very low temperatures. The touchscreen feature works really well. My one issue with this product is that it can get snagged on things pretty easily and start to unravel.";Prix;2
en_0853620;en;"Five Stars

Great product. Full of flavor! Highly recommend.";Qualité;2
en_0423776;en;"Cute, comfy & cozy!

So darn adorable! Extremely comfy and warm. I usually wear an 8-8.5 and I ordered the 9-10 size. Fit perfectly! Just do yourself a favor and order these.";Qualité;2
en_0007260;en;"Very BAD

Dont waste your money , there plastic. I could buy them in dollar tree.";Prix;0
en_0011383;en;"Almost no control of temperature

Unacceptable temperature control. Looks great. Was nice visual upgrade to the 1994 original two handle valve but inferior to the temperature control of the old two handle faucet. Almost no transition from ice cold to scalding hot. Waste a lot of water adjusting temperature. Shopping for a replacement. Can't live with this temperature control aggravation.";Qualité;2
en_0356952;en;"Quick and Steamy

I just love her writing style. This book was a quick, cute steamy friends to lovers story.";Qualité;2
en_0041068;en;"Exercise

I started barre classes and they are expensive so I am starting to exercise at home using the ball as part of my routine it’s a great workout";Prix;1
en_0817431;en;"Great purchase! Good for the hot summer

i love this pool!!! so fun and easy to inflate / deflate after daily use. I would definitely recommend this pool.";Qualité;2
en_0029242;en;"Not a fan.

Had issues with it heating up properly and staying on fabric.";Qualité;1
en_0402914;en;"looking forward to wearing it

I only buy shirts with two front pockets, Dress shirt only has one but the rest must have two pockets, one for my cell telephone and one for my glasses. I haven't worn the shirt yet but I did try it on and if fits great.";Qualité;2
en_0870079;en;"Knock-offs?

I bought these at Nordstrom in Nude, they were out of my size in black - found them here and I am not sure if they are leather. They look different from the pair I got in Nude, and the sole of the shoe, feels more like plastic than rubber - also noisy when I walk in them compared to the pair I got at Nordstrom - not sure if I am keeping them ...";Qualité;1
en_0160588;en;"Didn't work for my queen-size bed headboard (possibly because it ...

Didn't work for my queen-size bed headboard (possibly because it was older) but the screw holes didn't line up so I returned it.";Qualité;1
en_0481895;en;"Good read but priced to high

Good read but priced to high. When I received it it looked used because there was something sticky on the cover.";Qualité;2
en_0387706;en;"Great at first, Velcro wore out.

Started out loving this, 8 months later and the Velcro is wore out and doesn’t stay shut. Maybe a snap or a loop and hook would work better. Already looking for another brand to try out!";Qualité;2
en_0273087;en;"Product guarantee was satisfactory

Just ordered this morning around 11am and got it before 8pm today. But I did the same day delivery. But still was happy about my product and I’am going to definitely order one for my mom as well. So thank you for your awesome service.";Service;2
en_0600024;en;"Four Stars

These are so awesome. Cannot wait to use them.";Livraison;2
en_0459068;en;"Decent enough to keep

What I like: size fits loose, the shirt is not see-through. What I do not like: The shirt has quarter length sleeves when rolled down, not long sleeve like the product name said. I will definitely sew the sleeves up to the buckle, they do not stay rolled up because of the material. I will keep the shirt because it works well as a short sleeve.";Qualité;1
en_0398497;en;"this clouded up my fish tank

my fish liked to eat them, but i think i put too much in the first time and it got really cloudy and i had to clean it. i think ill stick with the flakes.";Qualité;2
en_0708372;en;"Not very durable

Not very durable for kids, maybe would be better for an adult. My 6 year old broke them within a week.";Qualité;1
en_0645018;en;"Cheap quality

Very thin and cheap towel Bought it as a gift and can’t because it feels so cheap- return costs half as much as the item so will donate it instead";Service;1
en_0046586;en;"completely worthless

I did just as the instructions said to do, and it didn’t catch ANTHING but dust.";Qualité;0
en_0959698;en;"Tiny

Too expensive for the size";Prix;0
en_0812066;en;"Ready to throw it against a wall.

Working on spread sheets and this mouse keeps being unresponsive. Ready the throw it against a brick wall.";Qualité;2
en_0348212;en;"We will see

The box came banged up but the spray itself is fine. I haven’t tried the taste yet, but I was pleased to see the spray nozzle is protected by a plastic peice you can take off and on.";Livraison;2
en_0185452;en;"hoping bells would be a bit louder

Have a 12 week old Labrador puppy who disappears and gets underfoot and without bells I can't find he nor I trip over her when she appears! Had to use all three bells attached to her collar and at that they make such a soft noise that it only helps little. I was hoping the bells would be a bit louder. Not too loud to disturb but these are really quiet.";Qualité;1
en_0611710;en;"Runs small, need Spanx underneath for white!

I got this for my bachelorette party because I wanted an overtly sexy white dress but on short notice. I am 5’2, a decently fit 130 lbs, and usually wear a size 2 so I ordered the small. I was very worried about the white being see-through because fitted white clothes typically are. I wanted to be sexy but not vulgar! I put it on and it was tight! It stretches a lot so I was able to fit it comfortably but the more it stretches the more you can see through it. I have a 34C bust and the top fit fine and was not tight. If you get white, I recommend pasties. The midsection and bottom however were pretty constricting. No way I could wear underwear in it and you could see my butt pretty clearly through the dress if I bent over. I feel like the medium would’ve been a better fit and a bigger size would’ve helped with the transparency. A dark color would probably work though. The material itself is pretty decent. It’s very soft and is thick enough to be opaque if it’s not stretched too thin. I ended up getting Spanx shorts to wear underneath and it looked much better! (I’m wearing them under the dress in the photos) I couldn’t have worn the dress otherwise...just too tight and too sheer. Size up and get black!";Qualité;1
en_0274815;en;"I really love this bodysuit

I really love this bodysuit. It's exactly as it describes. Holds up well and fits me perfectly. 5'6 about 160 pounds and athletic build.";Qualité;2
en_0478863;en;"Interesting!!

This book has me intrigued and I’m ready to see what’s going to happen. Good start! I’m ready to see what Queen is going to bring to the story.";Qualité;2
en_0436046;en;"Broken end caps

I bought it from Amazon warehouse and it said it might have missing bolts that is fine but it came with bolts and broken end caps";Qualité;0
en_0284756;en;"It's good, not amazing

I liked the fact that ingredients are super clean non-toxic, but this is not very effective as a scrub. Experience is lovely though, but don't expect big results. Also, if you are in warm climate, beware that ants love this and will attack !! Try and keep it in the fridge, if that is the case.";Qualité;2
en_0649366;en;"Definitely one of my all time favorite toys

Wow. That's literally the word that came out of my mouth when I first used it. This is a very fun little toy that definitely exceeded my expectations. The feel of it is great--smooth and soft to the touch. I love that it's waterproof, as I took a shower yesterday and just decided to test it out in there. I have to say, I took the longest shower of my life because I was simply enjoying it so much. I was in there for forty minutes, the majority of the time was spend simple standing, washing myself slowly, while playing around with the levels of vibration intensity. And that's something I definitely love, the different levels. They vary in vibration patterns, as another reviewer mentioned, and I adore that. The fit of this thing is perfect--any bigger and it wouldn't be as comfortable to just wear while walking or going places. The sound is not loud either, so you don't have to worry about anyone noticing. And let's just say that my boyfriend was very happy and had a good time when I gave him the remote.";Qualité;2
en_0633685;en;"Five Stars

It was exactly what they said it would be!";Qualité;2
en_0645633;en;"Didn’t work

Didn’t work as described and a waste of money";Prix;0
en_0339903;en;"Easy to use

Can't wait for my kids to open this gift on Christmas! They're going to love it";Livraison;2
en_0746554;en;"I love that this fits in multiple pots

I love that this fits in multiple pots, it's American made, and it's super easy to clean. I just wish it had a coated handle. It gets very hot (as one would expect) but there isn't a great way to grab it. It's awkward to pick up with a big oven mitt but too hot not to.";Qualité;2
en_0567754;en;"Very efficient product

This works well if you need the extra usb ports for a computer. I didn't have any problems with it at all. I plugged it in and it worked. We use this in a couple places through out the house so guests can plug in their devices for charging. Guests that are concerned about conserving energy like the fact they can turn off individual ports when not in use.";Qualité;1
en_0091841;en;"LEDs constantly blinked. I'm an electrical engineer by trade ...

LEDs constantly blinked. I'm an electrical engineer by trade, so I hooked a 12v relay up that was energized by the reverse light. Still didn't work. I connected to a constant 12v supply, still didn't work. It is trash.";Qualité;1
en_0966097;en;"It arrived on time. It was properly packaged, ...

It arrived on time. It was properly packaged, and appears to be correct. I have not used one yet.";Qualité;1
en_0548138;en;"I had to call Amazon due to when I received ...

I had to call Amazon due to when I received the shoes the insoles were missing.";Service;0
en_0379707;en;"Four Stars

Fun unit! Well worth it for this price!";Prix;2
en_0417810;en;"Impossible to clean. Everything sticks to the bottom.

We were hoping to get 5+ years out of this set. We're only 2 months in and already regret the purchase. High heat severely damages the bottom of the pans (the most aesthetically pleasing aspect of the pans). Everything, particularly meat, sticks to the bottom of the pan and then falls apart, even when generously oiled. The handles act as strong heat conductors and get too hot to touch. That being said, these pans take a long time to heat up. Cleaning is next to impossible, and discoloration is immediate. I just did my first copper polish on the bottom of the pans, but it did no good. The luster of the copper on the bottom fades after the first use.";Qualité;1
en_0133786;en;"Not bad

These only lasted one day at my house. Probably from the kids jumping on them but they worked fine. I will try the old school ones next.";Qualité;2
en_0131993;en;"Like every other piece of Calphalon cookware I have owned

Like every other piece of Calphalon cookware I have owned, this one is well made and easy to clean. No complaints.";Qualité;1
en_0245379;en;"but it works well and looks good!

The material of the case darkens quickly (from holding it, ink from jeans, etc), but it works well and looks good!";Qualité;2
en_0890287;en;"Four Stars

Happy with the product. Fast shipping";Qualité;2
en_0287661;en;"Ok buy

The material was not as sturdy as it could have been, but it suits ots purpose.";Qualité;2
en_0317256;en;"Purchasing again

I'm buying another, because the one I bought in April of 2017 is finally coming apart. Value, you bet. I put 40,000 miles on my car every year, and if I rent a car I take it with me. Easy install? Eh, I drive an SUV so I've grown accustomed to adjusting it when it needs it.";Prix;2
en_0925843;en;"Nice!!!!!

Luv the price..i got it refurbished i think..but i can just paint the chipped paint..it came assembled!";Prix;2
en_0938908;en;"Kickstand issues

The kickstand is extremely hard to get out";Qualité;0
en_0974933;en;"Pass on this one.

Like others that have posted reviews of this item here, I also received a unit with a Ni-Mh battery instead of the OEM Li-Ion battery. A 2 hour run time is advertised with the correct battery, but with the Ni-Mh I was lucky to see 30 minutes of use. Charging takes an extremely long time, and concerns of an electrical short or excessive heat from the incorrect battery have come up as well. The Roomba itself is great, but a lack of acceptable customer support in replacing the battery ruined the chance I was going to give this product. When I contacted iRobot to seek assistance, the product I received has been used by 6 different customers and has been registered for 3 years.";Service;1
en_0188325;en;"Ok product

Sits crooked, unable to level the hoop.";Qualité;1
en_0894657;en;"Couldn't find a bottle to fit it.....

Great concept but didn't work. Tried all of the recommended bottles & none of them fit. Returned it.";Qualité;2
en_0545467;en;"So so washi tape

This is a nice set of washi tape but the tiny side pieces are so narrow, you cannot even unroll them.";Qualité;1
en_0169159;en;"This is my toddler son’s favorite stacking toy since it builds so high and he ...

This is my toddler son’s favorite stacking toy since it builds so high and he loves to knock them down. It is great for working on his hand eye coordination and size comparisons while having fun. My only complaint is that he once put the corner of the box in his mouth and it made the finish come off of the box. The boxes are sturdy and have held up to my son’s rough playing. They will change shape or get messed up if too much weight is placed on them though.";Livraison;2
en_0692043;en;"It doesn't work.

$20 for an item that didn't clean anything";Qualité;2
en_0337744;en;"Excellent motion sensing LED light.

I bought this light to install under a kitchen cabinet that is above our coffee maker. Where the coffee maker is has always been a dark spot in the kitchen, but not anymore! I saw this light and thought I would give it a try to light up that dark spot in the kitchen. I must say this little light bar worked perfectly. It is small enough to not be noticed under the cabinet and since it on I have is set so that it only turns on when it senses motion. It lights up the counter now very bright and with brightness levels it has more than enough light. It was simple to install and the mount can be turned so it could be wall mounted if needed. With the included USB cable I have it powered via a charger. I would not hesitate to recommend this product and may order another one as well.";Qualité;2
en_0508651;en;"Three Stars

I thought the squares were larger than they were. But, found another place for them.";Qualité;1
