id,language,text,stars,sampling_source,target_candidate,quality,price,delivery,service
fr_0524459,fr,"je l'adopte!!

Bonjour, C'est la 1ère fois que j'utilise un shampoing solide et ce qui m'a fait l'acheter est qu'il est 100% naturel. J'ai les cheveux crépus, Il ne me les rend pas sec après utilisation et il mousse bien. Mes cheveux sont propre et doux. je l'adopte et le rachèterai.",5,natural,none,positif,absent,absent,absent
en_0222156,en,"Damaged products.

Unfortunately I did not open until May 23 and five cans were crushed and useable. It was my fault in not checking sooner",3,natural,none,négatif,absent,négatif,absent
en_0344369,en,"I am very happy with your service.

The package of connectors arrived on time and complete. The product is exactly as ordered. My grandson and I will use them in building and flying RC aircraft. Would it be possible for you to e-mail your catalog to me?",5,enriched,delivery,absent,absent,positif,positif
fr_0215744,fr,"Bonne qualité

Pour la décoration de la chambre de mon fils",5,natural,none,positif,absent,absent,absent
en_0921069,en,"pretty good, but i still prefer the cheap, round sponge

I didn't like these as much as I thought I would. I actually prefer the cheap round sponge because I can manipulate those more easily than these fancy sponges. All in all, they're OK.",3,enriched,price,neutre,absent,absent,absent
fr_0132532,fr,"Fonctionnel

Compatible - fonctionnel",4,natural,none,positif,absent,absent,absent
fr_0973645,fr,"Rapport qualité prix ok mais c'est tout

Pas des plus confortable ni des plus facile a fixer... il ne faut pas etre trop exigeant avec ce genre de produit. Pour une baignoire petite, je ne le recommanderais pas, les ventouses n'adherent pas vraiment, et il est très raide pour un ""coussin"".",2,natural,none,négatif,positif,absent,absent
fr_0445186,fr,"Voilées

Belles boîtes de mêmes tailles, mais pour les livrer imbriquées les unes dans les autres. À l'arrivée elles sont toutes voilées.",2,natural,none,négatif,absent,négatif,absent
en_0554538,en,"Cute but didn't last

Broke easily but cute",3,natural,none,négatif,absent,absent,absent
en_0134102,en,"See through because of how things they are

You can see through them they are so thin.",2,natural,none,positif,absent,absent,absent
en_0443418,en,"It charges my phone properly.

So far this charge cable has worked for me charging my Essential PH-1 and has survived being pulled off of my desk more than a few times. While USB-C ports and connectors are stronger than micro-B, this cable still seems to be above average. I don't have any USB-C ports on my computers so I haven't been able to test data transfer though.",5,natural,none,positif,absent,absent,absent
fr_0056800,fr,"très bien

Très bien, aide aussi à composer des musiques.",4,natural,none,positif,absent,absent,absent
en_0801397,en,"great

Great book, great lifestyle change for a lifetime of energy, health, and overall mood.",5,natural,none,positif,absent,absent,absent
en_0008727,en,"The person making the delivery lied

There is nothing wrong with the product. It is fine. But I am so done with having the carriers write that they handed me the package that I am going to leave 1 star reviews and hope that AMAZON and the retailers work on this. Why is it important? Porch thieves or deliveries to the wrong house. How can I say I didn't get the package when the documentation says it was put in my hands.",1,enriched,delivery,positif,absent,négatif,absent
fr_0459168,fr,"Recevoir le produit commandé C'est irremplaçable comme experience

J aurais bien aimé l utiliser mais je ne l ai jamais reçu( du moins jamais dans ma boite aux lettres) Les livreurs "" balancent les colis au pif"" dommage que je n ai pas pu bénéficier du ""pif de la logistique"" 25 euros gaspillé merci Amazon",1,enriched,price,absent,négatif,négatif,absent
en_0576664,en,"Three defective units, waiting on my fourth.

In September of 2017 I purchased my first Epson 2150 home projector. That projectors to work.. Being under warrant, the factory replaced it. Then, that replacement also failed. Shortly after receiving and installing the second replacement projector, it’s lamp also failed. Now on October 15th 2018, they are shipping my fourth unit. All three had bulbs that failed to light up after a minimum of five to ten hours service. Epson has confirmed I have received defective units an offers there apologies. I asked to pay extra to upgrade, but was told it was not an option. They will continue to replace them until that model is discontinued. I hope my fourth unit is better than the first three.",1,enriched,delivery,négatif,absent,absent,absent
en_0169844,en,"Good price and fast shipping

I have been buying these wee wee pads thru Amazon for over a year. Can’t beat the price and delivery speed.",5,natural,none,absent,positif,positif,absent
en_0157515,en,"Good components bad game

Confusing. Good quality game but actually game was lacking in quality.",2,natural,none,négatif,absent,absent,absent
en_0176269,en,"Three Stars

Not strong enough took 3 days to fill up",3,natural,none,absent,absent,négatif,absent
en_0859921,en,"Not packed well; arrived damaged

Was not packed adequately and arrived with corners scuffed and joints broken. It's a shame, because otherwise it is what I wanted and it arrived faster than promised. I've requested a replacement and will update.",2,enriched,service,positif,absent,positif,absent
fr_0313395,fr,"commande reçu

bien reçu très rapidement. Très bien emballé. Mon fils est ravi et attend avec impatience les autres qui sont signalés quand même rapidement. Merci",5,natural,none,absent,absent,négatif,absent
en_0177574,en,"Bottle was delivered almost empty

Less than half full...Bottle arrived with most of the bottle empty.",1,enriched,delivery,absent,absent,positif,positif
fr_0338787,fr,"FAUX CONTACT

La connection de ce cable est moyenne. FAUX CONTACT",2,enriched,service,négatif,absent,absent,absent
en_0864073,en,"Five Stars

Nice cabinet and replacement arrived super fast, thanks",5,enriched,delivery,positif,absent,positif,absent
fr_0886096,fr,"Arnaque !!!!

L'article commandé neuf a été livré dans les délais mais il s'agît d'un article d'occasion. J'ai demandé le remboursement et depuis deux mois j'attends toujours !! Inadmissible !!!",1,enriched,service,négatif,absent,absent,négatif
en_0938382,en,"Unraveling stitching on the first day

These slippers are really comfy and cute, especially for the price! But, the stitching on the instep of the pair I received started unraveling about two minutes after I put them on for the first time. It doesn't seem to affect the actual construction of the slipper, I think that contrast stitching is just cosmetic, but, it was annoying to have to trim so the whole line doesn't pull out. Bottom line: cute slipper, crappy construction.",3,enriched,delivery,négatif,positif,absent,absent
fr_0688725,fr,"Confort dans ma cuisine

La livraison na pas etais fait au domicile ; j' ai du aller le récupérer moi-même !je tiens a précisé que ce n est pas la première fois !! a quoi sa sert que nous la payons? surtout quand vous êtes mal voyante !...produit bien emballer , propre ,beau produit belle couleur conforme à la description. Je suis ravie tout de même de mon achat.",4,enriched,delivery,positif,absent,négatif,absent
en_0653262,en,"i’ve used them at the office and home and nothing is better than seeing the confusion and laughter when someone would ...

these stickers are hilarious. i actually bought these as a holiday white elephant gift and ended up keeping them for myself! i’ve used them at the office and home and nothing is better than seeing the confusion and laughter when someone would actually follow the sticker directions. stickers are high quality, stick really well but are easy to remove when you have to. left no residue behind which is great. i highly recommend, it’s beem endless fun!",5,natural,none,positif,absent,absent,absent
fr_0545579,fr,"qualité mauvaise

je suis déçu pour ma part certes je n'ai payé très chère mais je trouve qu'au niveau de la qualité ça ne tien pas . Pour dépanner seulement !!!",2,enriched,price,négatif,neutre,absent,absent
fr_0486616,fr,"reçu le jour même impeccable

très beau carnet, conforme, reçu très rapidement et dans une belle boite. Trois sortes de feuillets, des pochettes transparentes. taille petit mais j'avais été prévenue par les autres commentaires clients. et la taille est parfaite pour transporter dans un sac à main. Le cuir semble marquer très vite, c'est mon seul bémol. A voir à l'utilisation",4,enriched,delivery,négatif,absent,positif,absent
fr_0813147,fr,"Bon rapport qualité/prix

Convient pour les jouets des enfants",4,enriched,price,positif,positif,absent,absent
fr_0133239,fr,"J'aime bien mais...

Livré en deux jours, carton très abîmé mais meuble intacte. Le meuble paraît de qualité moyenne, la notice de montage est simple et j'ai pu le monter seule sans problème, chaque pièces et ""numéroté"", on ne peut donc pas se tromper. Il rempli les qualités que je souhaitais, mais je le trouve un peu cher pour ce qu'il est... (s'il est pour un meuble à chaussure, il ne peut aller que jusqu'à une taille 41, car après, il faut mettre les chaussure dans l'autre sens...)",4,enriched,delivery,négatif,négatif,négatif,absent
en_0121043,en,"Bad sound, horrible power button.

Almost impossible to use. Very bad sound quality. The inability to turn this product on or off with its pop up iPhone connectivity is hard to fathom. The power button is so stiff you have to take the thing off each time just to see if you are making contact. Add to that the absolutely brutal sound quality (absent of stuffing the thing halfway down your ear canal) and I just can’t understand the hype. The AirPods just work, every time. The fit on them is annoying but they work. These things are so badly thought out. From the play pause button triggering the volume constantly to way the included wings break the seal of the headphones in your ear. I could go on but who cares, these have been returned. Not my problem anymore.",2,natural,none,négatif,absent,absent,absent
fr_0733727,fr,"Produit passable

1 verre trempé sur 3 était défaillant (une couche de la protection du verre était décalée par rapport au autres..). Le verre n'est pas tout à fait de la même taille que l'écran mais ça reste plutôt correcte pour le prix, il y a des verre trempé bien pire que ça.. Je recommande tout de même",2,natural,none,négatif,positif,absent,absent
fr_0412251,fr,"Bas de gamme

Cassé en une semaine",1,natural,none,négatif,absent,absent,absent
en_0989691,en,"I don't remember odering this.

Never received this and don't remember ordering it either.",1,enriched,delivery,absent,absent,négatif,absent
en_0085663,en,"exactly what my Dad who is diabetic wanted

the description was right on and so was the size.",5,natural,none,positif,absent,absent,absent
fr_0961297,fr,"Trop cher

Trop cher pour du fil de cette épaisseur.",3,enriched,price,absent,négatif,absent,absent
en_0992518,en,"No product. No refund. Kept my money.

I don't have the product. Ordered over a month ago. There was an error with shipping on their end.( no error taking my money though) I received notification that I would either get the regulator or a refund. So far.....NOTHING. Watch out for this seller. Kevin Brooks",1,natural,none,absent,absent,négatif,négatif
en_0324071,en,"Better than nothing

Works only to some extent.",4,natural,none,neutre,absent,absent,absent
en_0439239,en,"Never received my order!

Never received my order!",1,enriched,delivery,absent,absent,négatif,absent
fr_0042326,fr,"Première commande sur Amazon

J’ai reçu ma Xbox one S comme convenu dans les temps et en état neuf avec l’ensemble des accessoires. Le suivi de livraison est très qualitatif et m’a informé précisément l’heure à laquelle allait passer le livreur. Je recommande fortement ce vendeur ainsi que ce site sans aucune incertitude. +1 client.",5,enriched,delivery,positif,absent,positif,positif
en_0985936,en,"Nope

The wire separated from the boot a week after installing them",1,natural,none,négatif,absent,absent,absent
fr_0678583,fr,"Mécontent

Respect pas leur délai toujours pas reçu mon colis le vendeur ne répond à aucun mail envoyer et impossible de savoir où et mon colis vraiment déçu",1,enriched,service,absent,absent,négatif,négatif
fr_0137188,fr,"qualité physique déplorable

filtre reçu avec pleins de micros rayures sur la face interne du filtre, très certainement du à un manque de contrôle lors de de la fabrication . Je recommande donc à nouveau le produit avec l'espoir d'être un peu plus chanceux sur la qualité.",2,enriched,delivery,négatif,absent,neutre,absent
en_0692691,en,"adequate

exact replacement but somewhat flimsy. At this price I suppose I can replace it very few years though.",3,enriched,service,négatif,neutre,absent,absent
fr_0145490,fr,"Câble HDMI

Câble HDMI qui correspond à nos attentes. Bonne longueur de câble. Bon fonctionnement! Commande bien reçue dans les temps. Merci",4,enriched,delivery,positif,absent,positif,absent
fr_0742466,fr,"Top !

Je suis impressionné par le suivi client ! J’avais reçu un modèle pas adapté à mon téléphone et suite à mon avis laissé post commande j’ai été contacté par téléphone et on m’a renvoyé un nouveau modèle. Je dis bravo au service client 👏🏻 !!",5,enriched,service,positif,absent,absent,positif
en_0643392,en,"Chemical free and smells good

Sometimes you have to reapply after like 8 hours but I love this product.",4,natural,none,positif,absent,absent,absent
en_0957527,en,"OK mouthwash

this mouthwash is supposed to kill all the nefarious bacteria in your mouth and not bother the good bacteria. Well they may be right, but my mouth does not feel any fresher than with other mouthwashes, really not worth the price, unless you truly believe what they say about those bacterias.",3,enriched,price,neutre,négatif,absent,absent
en_0334246,en,"more orange than red

Instead of being a true red color, these have regular white color inside with a red plastic round covering on the top, so the color the shines through is orange.",2,natural,none,négatif,absent,absent,absent
en_0662104,en,"It does the job, but...

I put on the protector and an hour later, without dropping my phone or doing anything with it, it already had a crack near the bottom of my phone.",3,natural,none,négatif,absent,absent,absent
en_0993330,en,"It's early days yet but her initial impressions are very good. It can be put on easily

My wife is has on and off problems with her back and posture. She has tried several different methods with limited success so I decided to buy this for her. It's early days yet but her initial impressions are very good. It can be put on easily, it's not too bulky or intrusive, it's comfortable and easily adjustable. After a few days she has noticed a marked improvement in posture and her movement is a lot more free.Very Happy with the product.",5,natural,none,positif,absent,absent,absent
en_0819897,en,"Filters out chemicals

For my garden, filters out clorine and chemicals out of city water which is harmful for vegetable garden.",5,natural,none,positif,absent,absent,absent
en_0936408,en,"Shipping was an issue!

The product was exactly what I wanted. The shipping box was badly damaged and so were the products inside. My husband was able to repair so that we did not have to return.",4,enriched,service,positif,absent,négatif,absent
fr_0335735,fr,"Totalement inefficace pour les rats

Totalement inefficace pour les rats, ça attrape bien le rat mais il réussi à sortir des machoires ça ne le tue pas sur le coup. Pas assez puissant",1,natural,none,négatif,absent,absent,absent
fr_0167347,fr,"Déçu

Colis reçu avec 4 jours de retard rapport à la date initialement prévue. Au retrait à la poste, surprise, le carton est tout simplement défoncé. Manifestement pas assez solide rapport au poid (un problème récurrents des colis Amazon selon les dires de la postière). J’arrive à voir que la cocotte est en un seul morceau, j’accepte donc le colis. Et au top à l’ouverture, on dirait qu’elle est limite d’occasion... l’email est partit en plusieurs endroits, laissant la fonte à nue. Reste à voir maintenant en cuisson. Mais globalement très déçu. De plus, le même produit disponible quasi 30euros moins cher chez C-Discount.....",1,enriched,price,négatif,négatif,négatif,absent
en_0752738,en,"Product not good.

The stuff in the jar arrived in one solid mass.",1,natural,none,négatif,absent,absent,absent
fr_0501445,fr,"La précision.

Très bon produit! Compacte, avec un sac de stockage suspendu à la ceinture. Nous recherchons un télémètre moins coûteux pour agir. Cette description semble complète et nous ne sommes pas déçus par cette réception. En outre, il est équipé d’un joli petit sac de stockage. Mesures de précision ""oui pour la première mesure que j’ai effectuée à nouveau avec un appareil de mesure à 10 mètres"" La précision est bonne. J’ai une différence d’un millimètre par rapport à mon mètre de mesure lorsque je mesure plus de deux mètres. Compte tenu du prix, je suis très satisfait de mon achat.",5,enriched,price,positif,positif,absent,absent
en_0335010,en,"Ok

Not bad for the price",4,enriched,price,neutre,positif,absent,absent
fr_0524488,fr,"Très déçue par les performances

Fait office de ventilateur mais avec plus de bruit... Regrette vraiment cet achat qui ne tient pas ses engagements. Je me pose aussi les mêmes questions que celles soulevées par d'autres utilisateurs: à quoi sert le couvercle sur le haut de l'appareil...? Pourquoi une odeur désagréable alors que l'eau est propre ? Je n'ai pas pris la peine de lire, avant l'achat, si on pouvait renvoyer l'appareil, j'aurais dû ! (De plus, un peu dégoûtée, car 1 jour après mon achat, le prix a baissé de 20 euros)",2,natural,none,négatif,négatif,absent,absent
en_0371847,en,"Runs small

Bought these for my daughter to wear under a dress. They were pretty small. I’d buy a larger size or not at all",2,natural,none,négatif,absent,absent,absent
fr_0650555,fr,"arrivee trop tard

le theme de la soiree c'etait princesse donc diademe mais il est arrivé lundi donc deçue et retour",1,enriched,service,absent,absent,négatif,absent
fr_0509392,fr,"produit qui ne fonctionne pas

Le produit ne fonctionne pas et ne charge pas la batterie de ma moto, je suis allé chez norauto acheter un chargeur qui pour à peine plus cher fonctionne très bien, je déconseille donc l'achat de ce produit.",1,enriched,price,négatif,négatif,absent,absent
fr_0106937,fr,"Titre erroné

Quand on lit sur Amazon, on va recevoir un lot de deux, sauf que non! On en reçoit 1. Produit remboursé",1,enriched,service,absent,absent,négatif,absent
en_0358694,en,"Runs very small

Coat seemed nice but I think the brand does not use US sizing because it was about 2 sizes too small for what should have fit me. I even went a size up than normal to account for wearing layers under it. I had to return it.",3,enriched,service,négatif,absent,absent,absent
fr_0778045,fr,"bon boitier avec de bonne dimensions intérieures

j'utilise ce boitier en extérieur pour l'alimentation de mon spa qui s'avère d'une utilité exemplaire pour ma par j'y ai rajouté deux piquets à visser sur le boitier pour le fixer au sol afin qui ne soit pas au contact du sol",4,enriched,service,positif,absent,absent,absent
en_0485481,en,"Way too small

Arrived intact but the size was way too small, even though I ordered they size they recommended. I waited too long to return it so I’m stuck w it. I’ll prob give it to a friend or donate it.",3,enriched,service,négatif,absent,neutre,absent
en_0389265,en,"Unsatisfactory Heating Capability

The exterior of the pad is plush and comfortable, however its heating capability is unsatisfactory. The heating element never did get very warm and has lessened over the 3 months since receiving it. I emailed the company and never received a response.",2,natural,none,négatif,absent,absent,négatif
fr_0840139,fr,"Bel étui agréable au touché parfaitement compatible pour kobo aura one

elle s'adapte parfaitement à ma kobo aura one plutôt de belle facture. petit bémol l'aimant de fermeture est un peu léger d'où ce 4 étoiles. Mais très bon rapport qualité prix après a voir à l'usage au quotidien.",4,natural,none,positif,positif,absent,absent
en_0648943,en,"You get what you paid for, but they’re beautiful!

Very beautiful wood grain and color. Gave em a quick rinse in the sink before I put them away after delivery and noticed pretty immediately a bit of the stain or finish or something was coming off onto the towel I was drying with, leaving them a little rough to the touch. So gave them a quick little mineral oil treatment and might hit them with one more coat before I use them, but all in all got what was expected for the price and am still excited about how beautiful they look.",4,enriched,delivery,négatif,neutre,absent,absent
fr_0039509,fr,"Necessite un objectif macro. Inutilisable avec des bagues-allonges, et qualité médiocre avec sa bonnette intégrée

Avant tout, il faut savoir que j'ai acheté ce produit à 35€ quand il était en promo. Ca m'a permis de l'essayer sans casser ma tirelire. Comme les autres acheteurs l'ont dit, ce duplicateur de diapos est utilisable sur un objectif standard si on utilise la bonnette (une sorte de loupe) qui est fournie avec. Mais alors la qualité d'image est médiocre. Il ne me servira que pour des reproductions de diapositives au cas par cas, quand je ne veux pas sortir le scanner ou le banc de repro. Si on veut l'utiliser sans bonnette, il est absolument nécessaire d'utiliser un objectif macro. J'ai essayé d'utiliser des bagues-allonges pour employer objectifs classiques, mais ça ne marche pas: les bagues allonges ne se contentent pas de réduire la distance mini de mise au point, elles réduisent aussi l'amplitude de mise au point à presque rien (quelques centimètres entre la mise au point mini et l'infini). Résultat, avec le tube, la diapo est soit trop près, soit trop loin pour parvenir à faire la mise au point. Au bout du compte, je laisse tomber ce truc. Je vais me faire une boîte à lumière avec un trou pour éclairer la diapo, et placer mon appareil sur un banc de reproduction. Ce sera beaucoup plus simple!",2,natural,none,négatif,positif,absent,absent
fr_0153131,fr,"Bon rapport qualité-prix

Premier achat pour recharger l'imprimante photos canon SELPHY CP 1300 reçu en cadeau à Noël. Achat concluant sur le rapport qualité-prix par rapport à d'autres offres. Je ne peux donc que recommander ce produit.",5,natural,none,positif,positif,absent,absent
en_0422598,en,"Lots of luck with e-mailing Invoices! Sorry I spent the money!

the bookkeeping part works fine. but I updated to this version because it say works with windows 10 I can not get the Invoice to e-mail, I have tried for days, Even reconfiguring my pc to make it work, Tech support is useless, they know less than I do. It would also be nice if one could add and subtract when entering a number in a sale or purchase",1,enriched,service,négatif,absent,absent,négatif
en_0905762,en,"This tent is said to come with a flash light ...

This tent is said to come with a flash light but when I got mine, there was no flash light. And the stars don’t glow in the dark at all. Plz don’t claim things that aren’t true about your product.",1,natural,none,négatif,absent,absent,absent
en_0575411,en,"Nice quality and a fair price

Great quality for the price. They arrived pretty quickly and in great condition. They were wrapped very securely and kept separated from each other. They look very nice under light.",4,enriched,price,positif,positif,positif,absent
fr_0263093,fr,"pas le meme que sur la photo

mon écran est arrivé différent de celui qui est sur la photo je suis déçu, il ne couvre pas tout l'ecran",1,enriched,delivery,négatif,absent,négatif,absent
en_0004382,en,"Trash Pump.

Not happy with this. No suction at all . It's going in the trash bin . VERY DISAPPOINTED",2,natural,none,négatif,absent,absent,absent
en_0389775,en,"and feeling sad when I clearly just had a hormone imbalance that ...

I'm 28 years old and have had acne for years. After two weeks of this product I barely have any acne at all! Years and years of going to doctors, using expensive medications, and feeling sad when I clearly just had a hormone imbalance that doctors dismissed. I've also been having issues conceiving, and I'm hoping the lotion will help with that too! I actually work with a woman that got pregnant directly after using progesterone. Great product. If you're going to use it you need to do research about timing and amount though; if it's used wrong it can mess up your ovulation.",5,enriched,price,positif,absent,absent,absent
en_0322099,en,"Just perfect!

Beautiful watch. Perfect size, not too small or too big. Just perfect. Highly recommend this product. You won’t be disappointed.",5,natural,none,positif,absent,absent,absent
fr_0260938,fr,"Mecontent

Pièce jamais reçu C'est la deuxième fois que l'on me fait le coup donc je ne serais plus client chez amazone",1,enriched,delivery,absent,absent,négatif,absent
fr_0279458,fr,"Beau mais pas pour nous...

Très bien et rendu très joli mais la boîte est maintenant dans l'armoire depuis des mois car ma belle fille a fait une réaction allergique. On l'utilise de temps en temps mais sur une feuille... Plus jamais sur la peau.",3,natural,none,négatif,absent,absent,absent
fr_0707445,fr,"Bon produit

Envoi rapide, il manquait la visserie dans le carton, très bonne réactivité et rapidité du vendeur devant ce problème, très bon suivi. Le Top case et de très bonne facture surtout vu le prix, attention il est très gros a éviter sur les petits scooter, sinon je recommande.",4,enriched,service,positif,absent,positif,positif
fr_0390691,fr,"J'ai un doute

J'adore ce dentifrice, il nettoie parfaitement et en douceur mais j'ai un (gros) doute sur sa contenance : le tube contient-il vraiment 75 ml ? Je n'ai jamais vu un tube se vider si rapidement, or je n'en mets pas plus sur ma brosse électrique que d'habitude. Comme aucun autre utilisateur ne signale ce détail, je me pose vraiment la question!",4,natural,none,neutre,absent,absent,absent
fr_0248978,fr,"Une bombe sonore !

Je suis vraiment ravie de cet achat , prix très raisonnable et une qualité de son colle je cherchait , pour coûter de la musique et regarder des films c'est extra ! Un homme cinéma dans les oreilles je recommande !",5,natural,none,positif,positif,absent,absent
en_0781636,en,"Never buy an wig on sale wont be worth money

It wasn't curly but it fit in think I have to try it on Its okay buy too expensive Next time get another one for expensive price",3,enriched,price,négatif,négatif,absent,absent
en_0277325,en,"Good value

Good value for the cost.",5,natural,none,absent,positif,absent,absent
en_0867226,en,"Not as i expected

Poor quality on the print",3,natural,none,négatif,absent,absent,absent
fr_0246257,fr,"Jamais reçu au point relais malgré le fait de les avoir commandé 2 fois

Le livreur LP ou plutôt La Poste, livraison détestable Après 2 commandes je ne les ai jamais reçu. Il faut changer de prestataire de livraison",1,natural,none,absent,absent,négatif,absent
fr_0662445,fr,"Bof bof bof

Sa tourne vraiment doucement elle vaut absolument pas le prix c'est à coup sûr un produit chinois sans qualité..à éviter",2,natural,none,négatif,absent,négatif,absent
fr_0974381,fr,"très fragile

Ce produit m'est arrivé fendu e au niveau du haut du filtre et s'est cassé en mettant de l'eau bouillante. Donc aspect joli, fait bel effet sur la table, mais pas solide du tout. A utiliser avec beaucoup de précaution",2,natural,none,négatif,absent,absent,absent
en_0876322,en,"Divorce, abuse, safety?

I enjoyed this read that includes a woman waiting her divorce to be final. She is addicted to chocolate and is the owner operator of a pastry sandwich shop. She rents a house to and hires a single mother who refused to discuss her past. Together the support and stand up for each other as their messed up lives real with some difficult situations. A great read.",4,natural,none,positif,absent,absent,absent
en_0215534,en,"Great amount for the price

Great amount for the price. However, found out my dog is allergic to something in this and it made him super itchy.",3,natural,none,négatif,positif,absent,absent
en_0229687,en,"Check all parts when you open the kit.

Kit arrived on time; however; it was missing the clear plastic canopy pieces.",2,enriched,delivery,absent,absent,positif,absent
fr_0552840,fr,"Colis vide

J ai recu mon colis mais une fois que j ai ouvert il etait vide il n ya pas l appareil que dois je faire",1,enriched,delivery,absent,absent,négatif,absent
fr_0413928,fr,"Excellent!

Suis très satisfait. La coque protège très bien le smartphone et la sensibilité est excellente. Il y a même la place si on veut rajouter un verre pour renforcer la protection, ce que j'ai fait et ça fonctionne très bien. Je recommande ce produit d'un très bon rapport qualité prix",5,enriched,price,positif,positif,absent,absent
fr_0754311,fr,"Gardez le bruit si bien

J'ai eu ces écouteurs pendant quelques semaines, alors j'ai pensé qu'il était temps de partager mes pensées. J'ai payé le plein prix pour ces écouteurs, alors tout le monde sait qu'il n'y a pas de préjudice ici. Donc, j'ai acheté ceux-ci à utiliser dans le bureau. Je code fréquemment pour 8-9 heures à la fois, donc les écouteurs et la musique sont un must. Pour un peu de contexte, je n'utilise que des écouteurs sans fil, sur l'oreille et je le fais depuis de nombreuses années.",5,natural,none,positif,absent,absent,absent
fr_0558189,fr,"Bien pour faire de la peinture

Échafaudage rapide à monter et léger, mais trop fragile pour faire autre chose que de la peinture ou autre petit travaux... les roues ne sont pas réglables en hauteur, et la stabilité est très limité...",3,natural,none,négatif,absent,absent,absent
en_0722827,en,"Nice for reasonable price.

Wish the D ring was smaller. Hard to put tags on the vest.",3,enriched,price,négatif,positif,absent,absent
fr_0184201,fr,"Je recommande pour les fans

Quelques défauts sur certaines photos à l'intérieur du livre... Quelques accrocs sur la couverture !! Très beau travail du photographe ainsi que les textes... Cela n'empêche en rien l'éblouissement de ma fille fan de Matt Pokora. Livraison très rapide",3,enriched,delivery,négatif,absent,positif,absent
fr_0202297,fr,"Contente

Sur les conseils de mon dentiste, je suis passée à la brosse à dents souple. Celle-ci remplit bien sa fonction, douce mais efficace; bonne tenue en main. Je mets 4* car je n'ai reçu que 2lots au lieu des 3 prévus; mais vu le prix, je n'ai pas fait de réclamation.",4,enriched,delivery,positif,positif,négatif,absent
en_0081179,en,"Works much better than your old tape adapters and once you get ...

Purchased for an older vehicle. Works much better than your old tape adapters and once you get locked on the right channel it has a solid sound. Bluetooth connection to my phone is flawless. Was able to pair quickly and get this set up right away without needing directions. It’s liteweight and can be easily moved between vehicles. It seems to be made well and we have used it daily since purchasing it. Lot easier than buying a new stereo and ensures my kids hands are hopefully on the wheel when he’s driving.",4,natural,none,positif,absent,absent,absent
fr_0027688,fr,"Basse qualité

Tombé une fois de la table de chevet au bout de 2 semaines, ne fonctionne plus",3,natural,none,négatif,absent,absent,absent
en_0899975,en,"Something wrong

I ordered the package ( 4 packs) few days ago , Just open one of them , found something on the filter ( don’t know what is that ) , I’m afraid to use it ..",3,enriched,delivery,négatif,absent,absent,absent
fr_0761072,fr,"Sympa mais....

Bonjour, J'ai acheté ce produit comme ""neuf"" mais une des taies d'oreiller étaient déchirées. Je sais que je n'ai pas payé le prix fort mais j'espère au moins avoir un produit correct.",3,enriched,price,négatif,neutre,absent,absent
en_0521946,en,"A little tacky

This product isn’t horrible, but it isn’t great. The plastic is really cheap looking and one of the bulbs is a slightly different color than the others. Other than that, it looks pretty much like the picture and it turns on.",3,enriched,price,négatif,absent,absent,absent
en_0876847,en,"Never got what I paid for

I wouldn't know how to rate this product because I never received it!",1,enriched,delivery,absent,absent,négatif,absent
fr_0455929,fr,"Appareil nickel sur le papier, mais inutilisable dans la vraie vie.

Je vais vous retourner ce produit, dépourvu d'une notice en français. Je lis l'anglais, mais c'est du très mauvais anglais, au point que je ne parviens pas à utiliser les prétendues possibilités de cet appareil.",1,natural,none,négatif,absent,absent,absent
en_0558125,en,"Stockings won't stay up!

The first two days of wearing these compression stockings were great - exactly what I needed after vein treatment. After two days, they would not stay up. For the price, one would think the product would be satisfactory. Very disappointing.",2,enriched,price,négatif,négatif,absent,absent
fr_0527108,fr,"Attention attention attention

Attention attention attention tombé en panne au bout de trois jours Je demande le retour de la machine On m'envoie les documents de retour mes c'est a moi a payer Honteux Honteux A bannir cette boîte",1,enriched,service,négatif,absent,absent,négatif
en_0614553,en,"DO NOT BUY

The lid does not stay. It keeps skipping off. I had use all my strength to hold it down and still it splattered all over me. I thought this is an Indian manufacturer so they know what I need for my Indian cooking so it can’t go wrong. So I confidently threw away the box, so I am unable to return it but I cannot use it for any wet grinding for which I got this big and expensive grinder. Those who know , Indian cooking needs lot of grinding for curries. All money down the drain !",1,natural,none,négatif,négatif,absent,absent
fr_0517316,fr,"les rotules ne sont pas très précises

les rotules grip ne sont pas très précises le pied est assez lourd et moins stable que Manfrotto les c-stand avenger / manfrotto sont de meilleure qualité (meilleures rotules, pied plus stable) et on peut les trouver au même prix sur le web",3,enriched,price,négatif,neutre,absent,absent
fr_0966952,fr,"Produit pas satisfaisant

La batterie ne marchait pas il s'éteignait de manière impromptue...mais service client ok",1,enriched,service,négatif,absent,absent,positif
fr_0748414,fr,"Lampe à détecteur de mouvement OK

achetés pour l'entrée de la maison, la lampe détecte dans un large faisceau la présence de mouvement et s'allume comme prévu. Dans le noir elles sont très brillante et il faut cligner des yeux plusieurs fois si on ne s'attend pas à cette arrivée de lumière. La recharge par USB est très bien cela évite d'avoir à chercher des piles à chaque fois. Rapport qualité prix ok surtout avec la vente flash.",4,enriched,price,positif,positif,absent,absent
