id,language,text,stars,sampling_source,target_candidate,quality,price,delivery,service
en_0830052,en,"Fits snug, thin design with slight texture grip as advertised.

I bought two of these cases because they were so cheap and feeling from the reviews I read ahead that they'd have the right feel. Sure enough they came and were stiff but at enough flexibility to pop off easily (I use the space between case and phone to store my transit card). Works perfect ...only thing is sometimes I pop the card in the position of the finger sensor and often have to slide it out of the way to unlock the phone...but that's not the cases fault (silly finger placement can't wait until they go to in screen sensors). Note on color, I bought the black and a red case...but the red case quickly picked up indigo from my designer jeans which I've had to already clean off...again , not the cases fault but if you tend to wear designer jeans this may assert it self if you plan on buying the lighter colored cases and often slip your phone into your pants pockets. Anyway...great case.",5,enriched,price,positif,positif,absent,absent
en_0638900,en,"Four Stars

These have helped me make it through my 3 hour workouts",4,natural,none,positif,absent,absent,absent
en_0185218,en,"This is for kids!!!!!

Would have been perfect except for they are super tiny!! Bought for my hubby and they look child size. Did not work for him or myself. Very small. Very disappointed.",1,natural,none,négatif,absent,absent,absent
en_0553574,en,"Awesome products

Great deal fast service",5,natural,none,absent,absent,absent,positif
fr_0450709,fr,"Epil caresse

J'ai l'impression qu'ils usent plus vite que lorsque j'ai acheté cel a chez une indépendante et aussi le prix est relativement élevé je trouve aussi alors que on ne sait utilisé que une pastille deux-trois fois.",2,enriched,price,négatif,négatif,absent,absent
en_0559785,en,"Hurt my foot

Not quite the arch support I was hoping for. Definitely a higher arch than most sandals/flip flops give but not quite as high as I hoped for. My right ankle and foot have been hurting a lot more after wearing these. It actually seems I am more in pain than I was before. I was hoping for the arch support I need for my plantar fasciitis that I heard Vionic was known for and in a sandal/flip flop for the summer. I have to wear specific arch support sneakers all the time for this but wanted something different for the summer. These are quite hard and uncomfortable. Disappointed with the quality and comfort of these shoes considering the high price/cost.",3,enriched,price,négatif,absent,absent,absent
fr_0082256,fr,"mon fils est ravi !!!

acheté comme cadeau d'anniversaire..belle maquette, dommage que le prix fasse le yoyo...et qu'il soit plus cher que les autres Revell Build and play de Star Wars",4,enriched,price,positif,négatif,absent,absent
en_0201337,en,"Five Stars

quality product, quick shipping",5,enriched,delivery,positif,absent,positif,absent
fr_0818190,fr,"Avis mitige

Livraison ok par contre très vite les noeuds se défont et même en les refaisant cela ne tient pas...dommage car beau bracelet....😕",2,natural,none,négatif,absent,positif,absent
en_0829081,en,"Toy won't turn on.

Received the item in 2 days with prime membership. However we were not able to use the toy because batteries where dead or item will not turn on. Haven't got batteries too check toy yet.",2,natural,none,négatif,absent,positif,absent
fr_0921557,fr,"Bon produit mais attention a l'emballage

Produit reçu dans les temps mais dans un sac referme au scotch et en vrac dans un carton !! J'ai vérifié qu'il n'avait pas déjà été utilise et apparemment non donc j'ai garde selle. Produit agréable a l'usage. Je fais 100kgs et 40kms par jour route et chemin",3,enriched,delivery,positif,absent,positif,absent
en_0610486,en,"EASY TO LOSE

PARTS ARE NOT VERY DURABLE. EASY TO LOSE.",3,natural,none,négatif,absent,absent,absent
en_0276717,en,"Love this song!

Imagine Dragons got it going on!",5,natural,none,absent,absent,absent,absent
fr_0959614,fr,"Bof

Reçu endommagé. Mauvaise qualite.",1,enriched,delivery,négatif,absent,négatif,absent
fr_0908129,fr,"Déçue

Maintien au pied moyen",3,natural,none,négatif,absent,absent,absent
en_0379756,en,"Garbage...Worst product ever...

Avoid! Worst thing ever!!!... My coworker and I both bought one at the same time. His lasted 2 weeks longer then mine. Both failed the same way. All lights and buzzers constantly going off. And the display is useless. Buy something that cost more and last more then a week.",1,natural,none,négatif,absent,absent,absent
en_0072830,en,"Easily adjustable

This is adjustable to fit many angels, heights and spaces. The mechanism used to hold the table in place is very durable and high quality. It is easy to adjust where needed and is easy to lock into place. This is an excellent value for the price paid. When my keyboard and mouse are on it together it allows for easy movement. Definitely better than the arm of the recliner chair.",4,natural,none,positif,positif,absent,absent
fr_0978272,fr,"produit très moyen

Aucune notice dans la boîte, mal emballée, un bon sac -- grand et facile à utiliser. Mais le support est en-dessous des attentes, car pas facile à manipuler, ne supportera sûrement la charge annoncée ( 28 kg). Et surtout les roues ne sont pas vraiment adaptées pour rouler à l'extérieur. Je me retrouve à pencher le chariot pour qu'il se mette sur deux grandes roues, car autrement il est difficile d'avancer avec. La poignée est trop basse, ce qui occasionne des douleurs aux mains.",3,enriched,service,négatif,absent,négatif,absent
fr_0988350,fr,"CD

le cd refuse d’être reconnu sous Windows .... j'ai chargé le dit logiciel sur le site, et là c'est bien sur la clé windows qui n'est pas reconnue ...que faire ?(sur mon Mac cela fonctionne, mais je le veux sur mon pc",1,natural,none,négatif,absent,absent,absent
en_0024596,en,"Only 59 in a gallon ziplock bag??

Weird packaging!! Why 59 pops in a gallon ziplock bag? Last time I ordered 60 chocolate tootsie pops they arrived in 2 separate factory sealed bags!",1,enriched,delivery,neutre,absent,absent,absent
fr_0304468,fr,"Beau rendu

On a acheté ces carreaux de ciment pour relooker notre console. Après avoir reçu le mauvais modèle(merci au vendeur pour sa réactivité) nous avons enfin pu poser notre ""carrelage"". Le rendu est superbe facile à poser. On en est super content",4,enriched,delivery,positif,absent,absent,positif
en_0976004,en,"Three Stars

plastic was pretty cheap and torn easy",3,natural,none,négatif,absent,absent,absent
fr_0270161,fr,"C’est juste un papier sulfurisé

Je ne conseille personne de l’acheter",1,natural,none,négatif,absent,absent,absent
en_0058996,en,"Best TPU case for this tablet

First of all, know that this doesn't allow the tablet to cool as well, so it does increase the chance of overheating, which I've experienced. That's an issue with all cases, but I wanted to note it so someone doesn't blame the product when they should know better. Now you do! This installs easily, and fits tight. Everything that needs a hole has it. There's a small lip around the bezel, but I haven't seen anything else with a shorter lip. In this regard, this case is the best available. There's a bit of flash around the edges where the molds come together, so it's not visually perfect, however this does not affect functionality, and I can only feel it if I try. Altogether this performs great for the money.",5,natural,none,positif,absent,absent,absent
en_0233047,en,"Worthless

This kit is worthless. With no instructions, no documentation, I can't find anything on the Internet on how to use it. I tried replacing a button with it, nothing holding in place, no results at all, this is cheap junk. I advise to not buy this item, thank you",1,natural,none,négatif,négatif,absent,absent
fr_0856891,fr,"Pratique

Couvercle extensible qui s’adapte facilement sur des saladiers ou autres. Je l’ai trouvé très pratique pour le pique-nique. Contente de mon achat",5,natural,none,positif,absent,absent,absent
en_0782165,en,"received in good condition

Used for our school supply give away. They write very good",5,enriched,delivery,positif,absent,neutre,absent
en_0940942,en,"Usually alike their products but....

Had an soapy after taste. Amazon would no return.",2,enriched,service,positif,absent,absent,absent
en_0221686,en,"Medium is very small

Medium is much too small for my 45 lb border collie. Descriptions and other reviews led me to believe the right size to order. Cannot find a return option for this item.",3,enriched,service,négatif,absent,absent,absent
fr_0622297,fr,"Pas d'occultation à 80%

Prévoir de le doubler ! Ça n'occulte pas 80% La qualité reste convenable pour le prix mais à voir dans le temps Ça reste du premier prix!",3,enriched,price,neutre,négatif,absent,absent
fr_0816311,fr,"Colis non réceptionné

Produit annoncé livre le 11 octobre nous sommes le 14 et je ne sais pas ou est le colis je n ai rien reçu",1,enriched,delivery,absent,absent,négatif,absent
en_0374359,en,"These were as expected

Simple clothespins were as expected and are performing to expectations.",4,natural,none,positif,absent,absent,absent
fr_0117803,fr,"beau bouchon mais retour très cher

J'avais acheté ce bouchon pour aller sur une gourde klean kanteen que j'avais commandée en même temps. Gourde que je n'ai jamais reçue mais qui m'est remboursée. J'ai voulu retourner ce bouchon mais le retour me coûte plus cher. Donc, je l'ai gardé.",5,enriched,service,positif,absent,négatif,absent
fr_0337930,fr,"La qualité des produits commandes

Ce produit remplit tout à fait bien son rôle et me satisfait merci au vendeur",5,natural,none,positif,absent,absent,absent
en_0247107,en,"Terrible product and terrible service.

I ordered an open box item and received a defective item. The screw holes were off center causing the top plate to not bolt onto the poles properly. Obviously the first person who bought this item sent it back for the same reason but they still sent it to me. I returned it immediately but supposedly they never received it. So now I have no stands and was never issued a refund.",1,enriched,service,négatif,absent,négatif,négatif
en_0949918,en,"It works. Comfortable and soothing.

I am an IT person and sit in front of a PC/laptop for long hours throughout the day. My eyes get fatigued, tired and watery. Discomfort in my eyes ends up with a bad headache most of the times. I needed something like this. The warmth that this mask provides to the eyes is soothing and relaxing. It is long lasting. It doesn't get irritating and uncomfortable at any point. I put this mask on and had a 30-minute power nap. Woke up feeling better and relaxed. I am happy with this product. The only reason I ended up giving 4 stars is the very feeble ear lobe string. It appears as if it will break and needs to be put on with extra care, but it's worth it. I recommend this product.",4,natural,none,positif,absent,absent,absent
en_0194990,en,"Three Stars

I believe the magnet needs to be stronger for the full effect.",3,natural,none,négatif,absent,absent,absent
fr_0624336,fr,"Déçu

3 tout simplement que votre prix est même plus cher qu'à la FNAC, alors que je suis un client fidèle. Aucune réduction ne m'a été accordée. Je pense que je ne commanderai plus chez vous. Logiquement, votre prix doit tenir compte de moins de frais par rapport au magasin.",3,enriched,price,absent,négatif,absent,négatif
fr_0612434,fr,"Fiable

Produit fiable et de bonne qualité avec un design sympa. Très pratique et simple",5,natural,none,positif,absent,absent,absent
fr_0820800,fr,"Belle table

Nous sommes satisfait de notre achat. La table est très élégante et les clous noirs donnent un bel effet. Elle est facile a monter. Nous avons décider d'y ajouter un vernis incolore pour la protéger car les enfants colorient souvent sur la petite table. La seule chose qui nous a déçu c'est que le plateau marque très vite ( rayure, impact rapide du a la chute d'un objet dessus) A eviter si l'on a des enfants en bas âge qui jettent leur jouets dessus ou a protéger. Cela n'enlève en rien son superbe design pour un prix extra ( 60 euros) Je ne regrette pas mon achat reçu tres rapidement",4,natural,none,négatif,positif,positif,absent
en_0838124,en,"Quality?

Music of course is awesome,but half way through the first CD, it stops playing 3 songs.",2,natural,none,négatif,absent,absent,absent
fr_0524459,fr,"je l'adopte!!

Bonjour, C'est la 1ère fois que j'utilise un shampoing solide et ce qui m'a fait l'acheter est qu'il est 100% naturel. J'ai les cheveux crépus, Il ne me les rend pas sec après utilisation et il mousse bien. Mes cheveux sont propre et doux. je l'adopte et le rachèterai.",5,natural,none,positif,absent,absent,absent
en_0222156,en,"Damaged products.

Unfortunately I did not open until May 23 and five cans were crushed and useable. It was my fault in not checking sooner",3,natural,none,négatif,absent,négatif,absent
en_0344369,en,"I am very happy with your service.

The package of connectors arrived on time and complete. The product is exactly as ordered. My grandson and I will use them in building and flying RC aircraft. Would it be possible for you to e-mail your catalog to me?",5,enriched,delivery,absent,absent,positif,positif
fr_0215744,fr,"Bonne qualité

Pour la décoration de la chambre de mon fils",5,natural,none,positif,absent,absent,absent
en_0921069,en,"pretty good, but i still prefer the cheap, round sponge

I didn't like these as much as I thought I would. I actually prefer the cheap round sponge because I can manipulate those more easily than these fancy sponges. All in all, they're OK.",3,enriched,price,neutre,absent,absent,absent
fr_0132532,fr,"Fonctionnel

Compatible - fonctionnel",4,natural,none,positif,absent,absent,absent
fr_0973645,fr,"Rapport qualité prix ok mais c'est tout

Pas des plus confortable ni des plus facile a fixer... il ne faut pas etre trop exigeant avec ce genre de produit. Pour une baignoire petite, je ne le recommanderais pas, les ventouses n'adherent pas vraiment, et il est très raide pour un ""coussin"".",2,natural,none,négatif,positif,absent,absent
fr_0445186,fr,"Voilées

Belles boîtes de mêmes tailles, mais pour les livrer imbriquées les unes dans les autres. À l'arrivée elles sont toutes voilées.",2,natural,none,négatif,absent,négatif,absent
en_0554538,en,"Cute but didn't last

Broke easily but cute",3,natural,none,négatif,absent,absent,absent
en_0134102,en,"See through because of how things they are

You can see through them they are so thin.",2,natural,none,positif,absent,absent,absent
en_0443418,en,"It charges my phone properly.

So far this charge cable has worked for me charging my Essential PH-1 and has survived being pulled off of my desk more than a few times. While USB-C ports and connectors are stronger than micro-B, this cable still seems to be above average. I don't have any USB-C ports on my computers so I haven't been able to test data transfer though.",5,natural,none,positif,absent,absent,absent
fr_0056800,fr,"très bien

Très bien, aide aussi à composer des musiques.",4,natural,none,positif,absent,absent,absent
en_0801397,en,"great

Great book, great lifestyle change for a lifetime of energy, health, and overall mood.",5,natural,none,positif,absent,absent,absent
en_0008727,en,"The person making the delivery lied

There is nothing wrong with the product. It is fine. But I am so done with having the carriers write that they handed me the package that I am going to leave 1 star reviews and hope that AMAZON and the retailers work on this. Why is it important? Porch thieves or deliveries to the wrong house. How can I say I didn't get the package when the documentation says it was put in my hands.",1,enriched,delivery,positif,absent,négatif,absent
fr_0459168,fr,"Recevoir le produit commandé C'est irremplaçable comme experience

J aurais bien aimé l utiliser mais je ne l ai jamais reçu( du moins jamais dans ma boite aux lettres) Les livreurs "" balancent les colis au pif"" dommage que je n ai pas pu bénéficier du ""pif de la logistique"" 25 euros gaspillé merci Amazon",1,enriched,price,absent,négatif,négatif,absent
en_0576664,en,"Three defective units, waiting on my fourth.

In September of 2017 I purchased my first Epson 2150 home projector. That projectors to work.. Being under warrant, the factory replaced it. Then, that replacement also failed. Shortly after receiving and installing the second replacement projector, it’s lamp also failed. Now on October 15th 2018, they are shipping my fourth unit. All three had bulbs that failed to light up after a minimum of five to ten hours service. Epson has confirmed I have received defective units an offers there apologies. I asked to pay extra to upgrade, but was told it was not an option. They will continue to replace them until that model is discontinued. I hope my fourth unit is better than the first three.",1,enriched,delivery,négatif,absent,absent,absent
en_0169844,en,"Good price and fast shipping

I have been buying these wee wee pads thru Amazon for over a year. Can’t beat the price and delivery speed.",5,natural,none,absent,positif,positif,absent
en_0157515,en,"Good components bad game

Confusing. Good quality game but actually game was lacking in quality.",2,natural,none,négatif,absent,absent,absent
en_0176269,en,"Three Stars

Not strong enough took 3 days to fill up",3,natural,none,absent,absent,négatif,absent
en_0859921,en,"Not packed well; arrived damaged

Was not packed adequately and arrived with corners scuffed and joints broken. It's a shame, because otherwise it is what I wanted and it arrived faster than promised. I've requested a replacement and will update.",2,enriched,service,positif,absent,positif,absent
fr_0313395,fr,"commande reçu

bien reçu très rapidement. Très bien emballé. Mon fils est ravi et attend avec impatience les autres qui sont signalés quand même rapidement. Merci",5,natural,none,absent,absent,négatif,absent
en_0177574,en,"Bottle was delivered almost empty

Less than half full...Bottle arrived with most of the bottle empty.",1,enriched,delivery,absent,absent,positif,positif
fr_0338787,fr,"FAUX CONTACT

La connection de ce cable est moyenne. FAUX CONTACT",2,enriched,service,négatif,absent,absent,absent
en_0864073,en,"Five Stars

Nice cabinet and replacement arrived super fast, thanks",5,enriched,delivery,positif,absent,positif,absent
fr_0886096,fr,"Arnaque !!!!

L'article commandé neuf a été livré dans les délais mais il s'agît d'un article d'occasion. J'ai demandé le remboursement et depuis deux mois j'attends toujours !! Inadmissible !!!",1,enriched,service,négatif,absent,absent,négatif
en_0938382,en,"Unraveling stitching on the first day

These slippers are really comfy and cute, especially for the price! But, the stitching on the instep of the pair I received started unraveling about two minutes after I put them on for the first time. It doesn't seem to affect the actual construction of the slipper, I think that contrast stitching is just cosmetic, but, it was annoying to have to trim so the whole line doesn't pull out. Bottom line: cute slipper, crappy construction.",3,enriched,delivery,négatif,positif,absent,absent
fr_0688725,fr,"Confort dans ma cuisine

La livraison na pas etais fait au domicile ; j' ai du aller le récupérer moi-même !je tiens a précisé que ce n est pas la première fois !! a quoi sa sert que nous la payons? surtout quand vous êtes mal voyante !...produit bien emballer , propre ,beau produit belle couleur conforme à la description. Je suis ravie tout de même de mon achat.",4,enriched,delivery,positif,absent,négatif,absent
en_0653262,en,"i’ve used them at the office and home and nothing is better than seeing the confusion and laughter when someone would ...

these stickers are hilarious. i actually bought these as a holiday white elephant gift and ended up keeping them for myself! i’ve used them at the office and home and nothing is better than seeing the confusion and laughter when someone would actually follow the sticker directions. stickers are high quality, stick really well but are easy to remove when you have to. left no residue behind which is great. i highly recommend, it’s beem endless fun!",5,natural,none,positif,absent,absent,absent
fr_0545579,fr,"qualité mauvaise

je suis déçu pour ma part certes je n'ai payé très chère mais je trouve qu'au niveau de la qualité ça ne tien pas . Pour dépanner seulement !!!",2,enriched,price,négatif,neutre,absent,absent
fr_0486616,fr,"reçu le jour même impeccable

très beau carnet, conforme, reçu très rapidement et dans une belle boite. Trois sortes de feuillets, des pochettes transparentes. taille petit mais j'avais été prévenue par les autres commentaires clients. et la taille est parfaite pour transporter dans un sac à main. Le cuir semble marquer très vite, c'est mon seul bémol. A voir à l'utilisation",4,enriched,delivery,négatif,absent,positif,absent
fr_0813147,fr,"Bon rapport qualité/prix

Convient pour les jouets des enfants",4,enriched,price,positif,positif,absent,absent
fr_0133239,fr,"J'aime bien mais...

Livré en deux jours, carton très abîmé mais meuble intacte. Le meuble paraît de qualité moyenne, la notice de montage est simple et j'ai pu le monter seule sans problème, chaque pièces et ""numéroté"", on ne peut donc pas se tromper. Il rempli les qualités que je souhaitais, mais je le trouve un peu cher pour ce qu'il est... (s'il est pour un meuble à chaussure, il ne peut aller que jusqu'à une taille 41, car après, il faut mettre les chaussure dans l'autre sens...)",4,enriched,delivery,négatif,négatif,négatif,absent
en_0121043,en,"Bad sound, horrible power button.

Almost impossible to use. Very bad sound quality. The inability to turn this product on or off with its pop up iPhone connectivity is hard to fathom. The power button is so stiff you have to take the thing off each time just to see if you are making contact. Add to that the absolutely brutal sound quality (absent of stuffing the thing halfway down your ear canal) and I just can’t understand the hype. The AirPods just work, every time. The fit on them is annoying but they work. These things are so badly thought out. From the play pause button triggering the volume constantly to way the included wings break the seal of the headphones in your ear. I could go on but who cares, these have been returned. Not my problem anymore.",2,natural,none,négatif,absent,absent,absent
fr_0733727,fr,"Produit passable

1 verre trempé sur 3 était défaillant (une couche de la protection du verre était décalée par rapport au autres..). Le verre n'est pas tout à fait de la même taille que l'écran mais ça reste plutôt correcte pour le prix, il y a des verre trempé bien pire que ça.. Je recommande tout de même",2,natural,none,négatif,positif,absent,absent
fr_0412251,fr,"Bas de gamme

Cassé en une semaine",1,natural,none,négatif,absent,absent,absent
en_0989691,en,"I don't remember odering this.

Never received this and don't remember ordering it either.",1,enriched,delivery,absent,absent,négatif,absent
en_0085663,en,"exactly what my Dad who is diabetic wanted

the description was right on and so was the size.",5,natural,none,positif,absent,absent,absent
fr_0961297,fr,"Trop cher

Trop cher pour du fil de cette épaisseur.",3,enriched,price,absent,négatif,absent,absent
en_0992518,en,"No product. No refund. Kept my money.

I don't have the product. Ordered over a month ago. There was an error with shipping on their end.( no error taking my money though) I received notification that I would either get the regulator or a refund. So far.....NOTHING. Watch out for this seller. Kevin Brooks",1,natural,none,absent,absent,négatif,négatif
en_0324071,en,"Better than nothing

Works only to some extent.",4,natural,none,neutre,absent,absent,absent
en_0439239,en,"Never received my order!

Never received my order!",1,enriched,delivery,absent,absent,négatif,absent
fr_0042326,fr,"Première commande sur Amazon

J’ai reçu ma Xbox one S comme convenu dans les temps et en état neuf avec l’ensemble des accessoires. Le suivi de livraison est très qualitatif et m’a informé précisément l’heure à laquelle allait passer le livreur. Je recommande fortement ce vendeur ainsi que ce site sans aucune incertitude. +1 client.",5,enriched,delivery,positif,absent,positif,positif
en_0985936,en,"Nope

The wire separated from the boot a week after installing them",1,natural,none,négatif,absent,absent,absent
fr_0678583,fr,"Mécontent

Respect pas leur délai toujours pas reçu mon colis le vendeur ne répond à aucun mail envoyer et impossible de savoir où et mon colis vraiment déçu",1,enriched,service,absent,absent,négatif,négatif
fr_0137188,fr,"qualité physique déplorable

filtre reçu avec pleins de micros rayures sur la face interne du filtre, très certainement du à un manque de contrôle lors de de la fabrication . Je recommande donc à nouveau le produit avec l'espoir d'être un peu plus chanceux sur la qualité.",2,enriched,delivery,négatif,absent,neutre,absent
en_0692691,en,"adequate

exact replacement but somewhat flimsy. At this price I suppose I can replace it very few years though.",3,enriched,service,négatif,neutre,absent,absent
fr_0145490,fr,"Câble HDMI

Câble HDMI qui correspond à nos attentes. Bonne longueur de câble. Bon fonctionnement! Commande bien reçue dans les temps. Merci",4,enriched,delivery,positif,absent,positif,absent
fr_0742466,fr,"Top !

Je suis impressionné par le suivi client ! J’avais reçu un modèle pas adapté à mon téléphone et suite à mon avis laissé post commande j’ai été contacté par téléphone et on m’a renvoyé un nouveau modèle. Je dis bravo au service client 👏🏻 !!",5,enriched,service,positif,absent,absent,positif
en_0643392,en,"Chemical free and smells good

Sometimes you have to reapply after like 8 hours but I love this product.",4,natural,none,positif,absent,absent,absent
en_0957527,en,"OK mouthwash

this mouthwash is supposed to kill all the nefarious bacteria in your mouth and not bother the good bacteria. Well they may be right, but my mouth does not feel any fresher than with other mouthwashes, really not worth the price, unless you truly believe what they say about those bacterias.",3,enriched,price,neutre,négatif,absent,absent
en_0334246,en,"more orange than red

Instead of being a true red color, these have regular white color inside with a red plastic round covering on the top, so the color the shines through is orange.",2,natural,none,négatif,absent,absent,absent
en_0662104,en,"It does the job, but...

I put on the protector and an hour later, without dropping my phone or doing anything with it, it already had a crack near the bottom of my phone.",3,natural,none,négatif,absent,absent,absent
en_0993330,en,"It's early days yet but her initial impressions are very good. It can be put on easily

My wife is has on and off problems with her back and posture. She has tried several different methods with limited success so I decided to buy this for her. It's early days yet but her initial impressions are very good. It can be put on easily, it's not too bulky or intrusive, it's comfortable and easily adjustable. After a few days she has noticed a marked improvement in posture and her movement is a lot more free.Very Happy with the product.",5,natural,none,positif,absent,absent,absent
en_0819897,en,"Filters out chemicals

For my garden, filters out clorine and chemicals out of city water which is harmful for vegetable garden.",5,natural,none,positif,absent,absent,absent
en_0936408,en,"Shipping was an issue!

The product was exactly what I wanted. The shipping box was badly damaged and so were the products inside. My husband was able to repair so that we did not have to return.",4,enriched,service,positif,absent,négatif,absent
fr_0335735,fr,"Totalement inefficace pour les rats

Totalement inefficace pour les rats, ça attrape bien le rat mais il réussi à sortir des machoires ça ne le tue pas sur le coup. Pas assez puissant",1,natural,none,négatif,absent,absent,absent
fr_0167347,fr,"Déçu

Colis reçu avec 4 jours de retard rapport à la date initialement prévue. Au retrait à la poste, surprise, le carton est tout simplement défoncé. Manifestement pas assez solide rapport au poid (un problème récurrents des colis Amazon selon les dires de la postière). J’arrive à voir que la cocotte est en un seul morceau, j’accepte donc le colis. Et au top à l’ouverture, on dirait qu’elle est limite d’occasion... l’email est partit en plusieurs endroits, laissant la fonte à nue. Reste à voir maintenant en cuisson. Mais globalement très déçu. De plus, le même produit disponible quasi 30euros moins cher chez C-Discount.....",1,enriched,price,négatif,négatif,négatif,absent
en_0752738,en,"Product not good.

The stuff in the jar arrived in one solid mass.",1,natural,none,négatif,absent,absent,absent
fr_0501445,fr,"La précision.

Très bon produit! Compacte, avec un sac de stockage suspendu à la ceinture. Nous recherchons un télémètre moins coûteux pour agir. Cette description semble complète et nous ne sommes pas déçus par cette réception. En outre, il est équipé d’un joli petit sac de stockage. Mesures de précision ""oui pour la première mesure que j’ai effectuée à nouveau avec un appareil de mesure à 10 mètres"" La précision est bonne. J’ai une différence d’un millimètre par rapport à mon mètre de mesure lorsque je mesure plus de deux mètres. Compte tenu du prix, je suis très satisfait de mon achat.",5,enriched,price,positif,positif,absent,absent
en_0335010,en,"Ok

Not bad for the price",4,enriched,price,neutre,positif,absent,absent
fr_0524488,fr,"Très déçue par les performances

Fait office de ventilateur mais avec plus de bruit... Regrette vraiment cet achat qui ne tient pas ses engagements. Je me pose aussi les mêmes questions que celles soulevées par d'autres utilisateurs: à quoi sert le couvercle sur le haut de l'appareil...? Pourquoi une odeur désagréable alors que l'eau est propre ? Je n'ai pas pris la peine de lire, avant l'achat, si on pouvait renvoyer l'appareil, j'aurais dû ! (De plus, un peu dégoûtée, car 1 jour après mon achat, le prix a baissé de 20 euros)",2,natural,none,négatif,négatif,absent,absent
en_0371847,en,"Runs small

Bought these for my daughter to wear under a dress. They were pretty small. I’d buy a larger size or not at all",2,natural,none,négatif,absent,absent,absent
fr_0650555,fr,"arrivee trop tard

le theme de la soiree c'etait princesse donc diademe mais il est arrivé lundi donc deçue et retour",1,enriched,service,absent,absent,négatif,absent
fr_0509392,fr,"produit qui ne fonctionne pas

Le produit ne fonctionne pas et ne charge pas la batterie de ma moto, je suis allé chez norauto acheter un chargeur qui pour à peine plus cher fonctionne très bien, je déconseille donc l'achat de ce produit.",1,enriched,price,négatif,négatif,absent,absent
fr_0106937,fr,"Titre erroné

Quand on lit sur Amazon, on va recevoir un lot de deux, sauf que non! On en reçoit 1. Produit remboursé",1,enriched,service,absent,absent,négatif,absent
en_0358694,en,"Runs very small

Coat seemed nice but I think the brand does not use US sizing because it was about 2 sizes too small for what should have fit me. I even went a size up than normal to account for wearing layers under it. I had to return it.",3,enriched,service,négatif,absent,absent,absent
fr_0778045,fr,"bon boitier avec de bonne dimensions intérieures

j'utilise ce boitier en extérieur pour l'alimentation de mon spa qui s'avère d'une utilité exemplaire pour ma par j'y ai rajouté deux piquets à visser sur le boitier pour le fixer au sol afin qui ne soit pas au contact du sol",4,enriched,service,positif,absent,absent,absent
en_0485481,en,"Way too small

Arrived intact but the size was way too small, even though I ordered they size they recommended. I waited too long to return it so I’m stuck w it. I’ll prob give it to a friend or donate it.",3,enriched,service,négatif,absent,neutre,absent
en_0389265,en,"Unsatisfactory Heating Capability

The exterior of the pad is plush and comfortable, however its heating capability is unsatisfactory. The heating element never did get very warm and has lessened over the 3 months since receiving it. I emailed the company and never received a response.",2,natural,none,négatif,absent,absent,négatif
fr_0840139,fr,"Bel étui agréable au touché parfaitement compatible pour kobo aura one

elle s'adapte parfaitement à ma kobo aura one plutôt de belle facture. petit bémol l'aimant de fermeture est un peu léger d'où ce 4 étoiles. Mais très bon rapport qualité prix après a voir à l'usage au quotidien.",4,natural,none,positif,positif,absent,absent
en_0648943,en,"You get what you paid for, but they’re beautiful!

Very beautiful wood grain and color. Gave em a quick rinse in the sink before I put them away after delivery and noticed pretty immediately a bit of the stain or finish or something was coming off onto the towel I was drying with, leaving them a little rough to the touch. So gave them a quick little mineral oil treatment and might hit them with one more coat before I use them, but all in all got what was expected for the price and am still excited about how beautiful they look.",4,enriched,delivery,négatif,neutre,absent,absent
fr_0039509,fr,"Necessite un objectif macro. Inutilisable avec des bagues-allonges, et qualité médiocre avec sa bonnette intégrée

Avant tout, il faut savoir que j'ai acheté ce produit à 35€ quand il était en promo. Ca m'a permis de l'essayer sans casser ma tirelire. Comme les autres acheteurs l'ont dit, ce duplicateur de diapos est utilisable sur un objectif standard si on utilise la bonnette (une sorte de loupe) qui est fournie avec. Mais alors la qualité d'image est médiocre. Il ne me servira que pour des reproductions de diapositives au cas par cas, quand je ne veux pas sortir le scanner ou le banc de repro. Si on veut l'utiliser sans bonnette, il est absolument nécessaire d'utiliser un objectif macro. J'ai essayé d'utiliser des bagues-allonges pour employer objectifs classiques, mais ça ne marche pas: les bagues allonges ne se contentent pas de réduire la distance mini de mise au point, elles réduisent aussi l'amplitude de mise au point à presque rien (quelques centimètres entre la mise au point mini et l'infini). Résultat, avec le tube, la diapo est soit trop près, soit trop loin pour parvenir à faire la mise au point. Au bout du compte, je laisse tomber ce truc. Je vais me faire une boîte à lumière avec un trou pour éclairer la diapo, et placer mon appareil sur un banc de reproduction. Ce sera beaucoup plus simple!",2,natural,none,négatif,positif,absent,absent
fr_0153131,fr,"Bon rapport qualité-prix

Premier achat pour recharger l'imprimante photos canon SELPHY CP 1300 reçu en cadeau à Noël. Achat concluant sur le rapport qualité-prix par rapport à d'autres offres. Je ne peux donc que recommander ce produit.",5,natural,none,positif,positif,absent,absent
en_0422598,en,"Lots of luck with e-mailing Invoices! Sorry I spent the money!

the bookkeeping part works fine. but I updated to this version because it say works with windows 10 I can not get the Invoice to e-mail, I have tried for days, Even reconfiguring my pc to make it work, Tech support is useless, they know less than I do. It would also be nice if one could add and subtract when entering a number in a sale or purchase",1,enriched,service,négatif,absent,absent,négatif
en_0905762,en,"This tent is said to come with a flash light ...

This tent is said to come with a flash light but when I got mine, there was no flash light. And the stars don’t glow in the dark at all. Plz don’t claim things that aren’t true about your product.",1,natural,none,négatif,absent,absent,absent
