id,language,text,stars,sampling_source,target_candidate,quality,price,delivery,service
en_0309476,en,"Not as pictured

Kay’s is a great low carb/high protein snack, but be careful with this offer. Seems like they can include whatever they have on hand to fill the box. I expected more salty options based on the listing picture and details on the box. They replaced 4 of the 15 bags with something else (duplicates of other sweet varieties already in the box). Bummer. Not eligible for return and no way to alert seller to this issue. Double bummer.",2,enriched,service,absent,absent,absent,absent
fr_0055990,fr,"Emballer serai mieux

J’ai reçu le colis avec 3 jours de retard ça peut arriver, mais recevoir le colis « brut » même pas protéger dans un carton rien, avec l’etiquette D’envoie sur la boîte même dû jouet du coup la boîte est toute abîmée, certainement du au transport, ce qui n’aurai pas été très grave si cela était pour moi mais c’etait Un cadeaux que je comptais offrir et c’est pas très joli avec une boîte abîmée de partous",1,enriched,delivery,positif,absent,négatif,absent
en_0412988,en,"Never recieved

There again another one that was dropped off at the wrong house. It said it received it but no I haven't. Pick on the old people it the new way. Go to the store is my new way .",1,enriched,delivery,absent,absent,neutre,absent
en_0862313,en,"Amazing

Basically it was good verses evil learning that devil can love too. This story has lot of mystery, excitement, action and romance",4,natural,none,positif,absent,absent,absent
fr_0591428,fr,"Conforme à la description.

Article conforme à la description facile a posé. Petit default peut être pour ceux qui utilise l'empreinte pour déverrouiller le téléphone. Caché par la coque j'utilise perso la reconnaissance facial. Vendeur OK",4,enriched,service,positif,absent,absent,neutre
fr_0798661,fr,"Amoire reçu incomplet honteux!!!!

Amazon c'est une catastrophe ,j'ai reçu le produit incomplet,le service client sont des incompétents il faut des heures au telephone pour que le remboursement soit effectué ,avec du hors forfait c'est une honte!!!",1,enriched,service,négatif,absent,négatif,négatif
en_0748636,en,"Cute Campfire Set and Not That Small.

This campfire is so great. It's also not that small, I'm not sure what some of the other reviews were expecting. The logs are about 1ft long each. The kids love setting it up and and rearranging all the rocks and logs and I love the imagination it brings out. Bonus the canvas bag that it comes with to store all the parts makes me SO happy. Well worth the price.",5,enriched,price,positif,positif,absent,absent
fr_0974490,fr,"Livraison très mauvaise

Commander mi-novembre et prévu pour offrir à noël (avec livraison estimée avant noël) et en ce 6 janvier toujours rien reçu, j'ai contactée le vendeur pour plus d'information mais n'est reçu qu'une réponse pas clair, j'espère tout de même finir par recevoir le colis mais je suis très déçu ...",1,enriched,service,absent,absent,négatif,négatif
fr_0906695,fr,"Service Prime au top! Mais pas le bon produit...

Image du produit ne correspond pas au produit livré il manque la jupe d'isolation... Voir image ancien embout cassé et embout livré Donc je suis déçu.MAIS Amazon a remboursé sans exigé le retour du produit ! Bravo Prime !",3,enriched,service,négatif,absent,négatif,positif
fr_0239513,fr,"Nulle, La photo parle d'elle même, dommage qu'il n'y ait pas 0 étoile

Vous regardez la photo jointe, vous comprenez tout de suite que 39/42 normal est beaucoup plus grand que le 39/42 de ce vendeur, impossible à enfiler, c'est 20 euros jetés par la fenêtre, le dialogue avec le vendeur est exclusivement en allemand. fuyez fuyez fuyez.",1,enriched,service,négatif,absent,absent,neutre
en_0610592,en,"One Star

Both of the cups arrived broken.",1,enriched,delivery,négatif,absent,négatif,absent
en_0171819,en,"Did not fit our tables

These did not fit the 6’ tables we had. I double checked the sizing on both the covers and the tables before purchasing and confirmed they matched. Unfortunately, they did not fit, even after two people stretched them as far as they could to get them to wrap around the table. I would return, but Amazon tells me the return window has closed. I do not recommend these.",1,enriched,service,neutre,absent,absent,absent
fr_0512550,fr,"Très bon rapport qualité prix

Très belle montre. Belle finition et à un sacré style",5,enriched,price,positif,positif,absent,absent
fr_0699782,fr,"livraison nickel

Arrive toujours en bon état et vite",5,enriched,delivery,absent,absent,neutre,absent
fr_0883957,fr,"esthétiquement intéressant

Bonjour, en général ce produit est adapté aux porte-clefs que je fait . La couleur est brillant, cela ressort assez bien sans être trop bling bling. Je suis satisfaite de cet achat. Je recommande ce vendeur.",4,enriched,service,positif,absent,absent,positif
fr_0793049,fr,"Arnaque totale

Ce vendeur arnaque totalement ! Il n'envoie pas ce que vous voyez sur la photo, seulement 1 protection en verre est disponible. De mauvaise qualité, elle ne protège pas les bords et elle est beaucoup trop petite ! Passez votre chemin",1,natural,none,négatif,absent,absent,négatif
en_0094964,en,"interesting but not what I was looking for

I received a slightly tilted item. I thought this is how it was designed. It was better to hold like that as well, but later I saw that the main shaft is bent/damaged, and that's why there was the tilt. Also the material of the umbrella is not the best one. It should be water repellent or resistant, but it seemed like it was getting wet.",4,enriched,delivery,neutre,absent,neutre,absent
fr_0682075,fr,"Article jamais reçu

J'ai commandé 2 matelas que je n'ai jamais reçu. Le transporteur (Chronopost) sans raison apparente, a décidé de retourner l'article parce qu'il ne souhaitait pas livré à domicile. 25€ pour une non livraison.... changement de transporteur nécessaire ? Impossible de noter l'article",1,enriched,delivery,absent,absent,négatif,absent
fr_0200354,fr,"joli coffret

le colis a été livrer en temps et en heure merci tres joli coffret ma fille est ravie je recommande ce vendeur",5,enriched,service,positif,absent,positif,positif
fr_0385067,fr,"Mauvaise taille reçue

J’ai commandé un S et j’ai reçu un M. Et la taille M est plutôt une taille XL...! Donc je n’en peux rien en faire. C’est la deuxième fois que je reçois un article avec la mauvaise taille, je ne recommenderais plus",1,enriched,delivery,neutre,absent,négatif,absent
en_0927637,en,"Chair ripped after just a few months

The fabric on the arm of this chair ripped after just a few months. The seller said they would send a replacement. I've reached out to them twice and while they said they would replace it, I haven't gotten the replacement.",1,enriched,service,négatif,absent,absent,négatif
en_0146823,en,"Nicely packaged and delivered promptly as promised

Received product but have not been utilized since on our trip begins on 23 February to Australia. Nicely packaged and delivered promptly as promised. I will provide review of the adaptors upon return in April, 2018. Thank you for your service.",4,enriched,service,absent,absent,neutre,absent
en_0153860,en,"Better books available

Poorly written book. The author takes 100-150 pages to write an autobiography of his life. Could have been said in 1-2 pages. He's not famous so I don't know why he thinks anybody would care about his life prior in that much detail. I've never seen that before in an NDE book. I don't know if I believe his NDE. He apparently dies, gets transferred to another hospital, etc. Then after all that comes the NDE, not interwoven in the details as it allegedly happened. It's like it's an afterthought. The way the book was written you think you are buying three separate books: an autobiography, memoir of his medical emergency and then an NDE book. That the book received prior 5-star reviews (and only 5-star reviews up until this point) suggests the possibility the reviews were bought, or biased reviews from friends/family in an effort to support his work. Read other NDE books and you'll see how badly written this book is, not a 5* book by any means.",2,enriched,delivery,absent,absent,neutre,absent
fr_0036744,fr,"Pas contente

La boite est arrivée très endommagée. De plus, elle sent le renfermé à croire qu'elle a pris l'eau... Je ne rachèterai plus chez ce vendeur",1,enriched,service,absent,absent,négatif,négatif
fr_0742409,fr,"Imposible d'évaluer le produit.

Produit pas encore reçu, pourtant identifié comme livré. A suivre. Décidément le transport!! et désolé pour le vendeur!",1,enriched,service,neutre,absent,négatif,neutre
fr_0426501,fr,"Pour ma part défectueux

Je ne peux pas juger l’écran à reboot mon iPhone 7 la qualité avait l’air bonne l’emballage niquel mais j’ai renvoyé l’article et ai commandé un autre écran 2 fois moins cher chez un concurrent qui fonctionne parfaitement",2,enriched,price,positif,positif,neutre,absent
fr_0526458,fr,"Très mauvais emballage. Dommage.

Je n'ai pas encore testé la montre mais je suis très déçu de l'embalage . J'avais a peine retiré mon colis de ma boite aux lettres que la montre tombait du carton tellement celui ci était très mal adapté !!!",2,enriched,delivery,absent,absent,neutre,absent
en_0027888,en,"Kids are fascinated

It works just fine, but a ball came off during shipping. Hot glued it back on, then had another one fall off. Haven't had the chance to glue it back on, but still have it. My students are fascinated by it.",4,enriched,delivery,neutre,absent,neutre,absent
fr_0304142,fr,"je souhaite modifier ma décision

bonjour, je vais accepter l'offre du vendeur, à savoir le remboursement de 30 % sur le produit que j'ai reçu, merci par avance, cordiales salutations, MR",1,enriched,service,neutre,absent,neutre,positif
fr_0480622,fr,"qualité mediocre

le support est arrivé KC , qualité vraiment médiocre , je n'ai pas pu renvoyer le support car j'ai jeter l'emballage avant de voir que celui-ci était KC ( au niveau du blocage de l'extension ) je ne recommande pas .",1,enriched,delivery,négatif,absent,neutre,absent
fr_0912152,fr,"ne fontionne pas

il accepte le nominal de 12 volts mais n'envoie pas de tension pour charger les batteries et n'envoie aucune tension pour l'utilisation directe, c'est frustrant il a fonctionné 4 heures et depuis plus rien. je deconseille l'achat de ce produit peu fiable et le vendeur quelle deception",1,enriched,service,négatif,absent,absent,absent
en_0552326,en,"Poor packaging and no return policy

So I bought this and it arrived quickly. To say I am disappointed in the packaging, is an understatement. When I opened the undamaged box immediately I could smell something. I picked up the package out of the box and noticed it felt slightly damp. Looking closer I noticed the bottle was not completely full....it is down about an 1 inch or so. The inside of the package the bottle came in, contains some of the missing liquid. I am NOT happy especially about the inability to return or exchange it for a full undamaged bottle. I will not purchase from this seller again. Not sure about the product....it may need thrown out.",3,enriched,service,absent,absent,négatif,négatif
fr_0987860,fr,"Nul jamais reçu

Nul jamais reçu, le suivi indique: Le colis a été laissé dans la boîte aux lettres, ma boite au lettre est beaucoup trop petite. Vous allez vous foutre de la gueule du monde longtemps???",1,enriched,delivery,absent,absent,négatif,absent
en_0242798,en,"I have zero regrets and it is one of the best furniture purchases I've made

Have had the sofa for about eight months now. I based the decision to buy this product on the overwhelming positive ratings, price and the product itself. So I will provide my positive comment as well. If it's at your price point, will be used regularly, be subjected to a normal level of abuse, it's the color and size needed then BUY IT. I have zero regrets and it is one of the best furniture purchases I've made. And the fabric does look and feel like leather. Five stars.",5,enriched,price,neutre,neutre,absent,absent
fr_0506955,fr,"Mon fils est aux anges !

Montre Lego très sympa ! De bonne qualité! Mon fils en rêvait ! Produit sympa et fin ! Mon fils peut l'adapter a la taille de son poignet il est ravit ! Comme tout ce qui est lego un peu cher pour ce que c'est ! Je recommande !",4,enriched,price,positif,neutre,absent,absent
en_0829915,en,"Too small for the price

Way smaller than I expected. Returned.",2,enriched,price,négatif,positif,absent,absent
en_0391522,en,"STAY AWAY you won’t receive anything, not even a reply.

Did not receive the weights and after repeated attempts to contact seller with no response I’m writing this review to tell you STAY AWAY. After looking around their price is not that good, try Target instead at least you’ll get the items you bought.",1,enriched,service,absent,négatif,négatif,négatif
fr_0123567,fr,"Bien un peu large

Enfait Il est arrivé un peu enroulé j'ai du le mettre sur une tête a perruque pourqu'elle prenne forme bon j'imagine que c'est le résultat mais comme c'est large ça fait bizarre un peu mais c'est beau je pense que pour livrer le vendeur devrait mettre dans un plus gros paquet emballage parceque c'était écrasé et rouler",3,enriched,delivery,positif,absent,neutre,absent
en_0814382,en,"Rusty?!?!

We got this as a gift for our children. It was very easy to put together, although I suggest supporting the player's bases from underneath while you push them in. My son was SO EXCITED to play it.... and noticed the vast majority of metal poles are RUSTY! EWWWW. My son said, whatever we touch the rubber knobs. He is loving playing with it. But still, that's unacceptable. I contacted customer service and left a message..... I'll updated my review if they respond.",2,enriched,service,négatif,absent,absent,absent
en_0225354,en,"I’d buy again if I ever needed another analog RCA

Good quality as far as I can tell. I used two of them to connect satellite speakers to my Vizio 5.1 soundbar. They fit VERY snug, and arrived in a bag within a box with a piece of Velcro included.",4,enriched,delivery,positif,absent,neutre,absent
fr_0134897,fr,"Coût trop important

Prix trop excessif par rapport au manque de qualité de l'appareil.",4,natural,none,neutre,neutre,absent,absent
en_0237721,en,"It fits good and seller followed through with promt

The cover is very thin. It offers little protection other than keeping dust off of the car. It fits good and seller followed through with promt delivery",3,enriched,service,négatif,absent,positif,positif
en_0958545,en,"not as good as it should be

camera does not work hard to get amazon to call back or let me return",3,enriched,service,négatif,absent,absent,négatif
en_0448566,en,"Smaller than expected

Cheap locks/latches pieces broken upon arrival, super soft wood and smaller than expected.... Instructions not very helpful had to guess on hinges on nest section. Would have returned it but the 2hrs worth of work to assemble it I have to try and use it, not sure it will hold 4 hens, maybe better for 2 hens or a rabbit",1,enriched,price,négatif,neutre,absent,absent
fr_0357738,fr,"Service client pitoyable

Service client pitoyable : après avoir refusé la livraison de ma commande afin qu'elle me soit remboursé ( comme le service client me l'avait conseillé) j'attend toujours mon remboursement depuis plus de 3 semaines sans biensur n'avoir aucunes réponses à mes mails ni appels. Un conseil : soyez sûr de vos achats",1,enriched,service,absent,absent,neutre,négatif
en_0220243,en,"Pretty good value

The water squirters lasted a day but I expected as much. The other toys are made pretty well. The price was well worth the hours of fun in the pool! All in all, I would purchase again just for the diving toys and storage bag.",4,enriched,price,absent,positif,absent,absent
fr_0673594,fr,"Bonne protection

Je le recommande tout simplement. Rien a ajouter. L essayer serait l adopter... Lol tout est dit. Le pratique prime sur l esthetique.... Je ne suis pas vendeur amazon.",4,enriched,service,positif,absent,absent,absent
en_0365768,en,"Very cute and arrived super fast! Our family loves being silly and wearing ...

Very cute and arrived super fast! Our family loves being silly and wearing it around the house. Fit is great! Very satisfied!",4,enriched,delivery,positif,absent,positif,absent
fr_0375411,fr,"Ras

Très bon rapport qualité prix",4,enriched,price,neutre,positif,absent,absent
fr_0386975,fr,"bien pour son prix

Cette enceinte fournie un très bon son, en revanche, les branchements à effectuer son très mal pensés. Il faut brancher un fil sur l'écran un autre sur le pc sans compter l'énorme manque de fil. C'est pour cela que je ne lui met que 3 étoiles.",3,enriched,price,absent,neutre,absent,absent
fr_0236334,fr,"Guirlande éphémère...

Si vous souhaitez une guirlande lumineuse solaire à usage unique...cette guirlande est faite pour vous !!! Superbe guirlande avec un prix très attractif mais finalement elle reste encore trop chère pour ne fonctionner que 7 jours!!! Conclusion : ne l'acheté pas",1,enriched,price,neutre,négatif,absent,absent
en_0493116,en,"Damaged package shipped

Damaged item shipped and package also damaged.",1,enriched,delivery,absent,absent,négatif,absent
fr_0967825,fr,"Très bon livre

Écrit simplement, lecture facile. Avec l'auteur, nous avons des points communs sur l'enfance, la façon dont on a vécu, grandit. Par contre je n'ai pas encore sauté en parachute mais c'est prévu. Son évolution, ses échecs et ses réussites m'ont inspiré et motivé pour l'avenir. Je l'admire tellement que j'ai commandé son deuxième livre ""Made in France"". J'ai hâte !",5,natural,none,neutre,absent,absent,absent
en_0996307,en,"Great lights even greater customer support

Great product lights work well. Had a minor issue with one set being noisy but they were prompt to send replacement. Great product with great customer support",5,enriched,service,positif,absent,absent,positif
fr_0179927,fr,"Très bonne idée, marche super bien mais très délicat pour un article bébé

Ma fille de presque 5 mois est très intéressée par la nourriture mais voulant attendre ses 6 mois pour vraiment commencer à lui donner des purées, je lui ai acheté cette tétine pour l’initier aux goûts des aliments. L’idée est ingénieuse et cette tétine est super pratique. Ma fille l’a adopté toute de suite. La mise en main est J’ai pu lui donner de la purée dedans, des morceaux de fruits...son lavage est super simple. Tout ça vaut largement 5 étoiles sauf qu’elle s’est cassée moins de 2 mois après son achat. En mangeant avec et la faisant tomber ( elle était assise sur son transat donc tombée de pas très haut) , la tétine s’est cassée au niveau de la fermeture: à un endroit irréparable. Je suis du coup assez déçue surtout que c’est arrivé pendant les vacances et que j’avais ramené la tétine pour que ma fille puisse profiter des fruits. Je vais essayer de contacter le vendeur pour savoir si je peux échanger que la tétine parce que le rest est intact. Ce serait du gâchis de racheter toute la boîte (surtout que ce n’est pas vraiment donné)",2,enriched,service,négatif,absent,absent,absent
en_0976522,en,"Sturdy canvas bag.

Perfect for beach or pool. Great price and good looking.",4,enriched,price,positif,positif,absent,absent
en_0558799,en,"These are great for the price

These are great for the price . But they are obviously made for Asian women . They are too short & don't stay up . I constantly am pulling them up my arms.",3,enriched,price,absent,positif,absent,absent
fr_0600699,fr,"jamais reçu

J'aurais effectivement aimé vous donner un avis sur ce produit mais ne l'ayant jamais reçu, cela me semble difficile .... le sav d'amazon a fait le nécessaire en me remboursant",1,enriched,service,absent,absent,négatif,positif
en_0640685,en,"SCAM

The seeds are duds. Do not order from this seller.",1,enriched,service,négatif,absent,absent,négatif
fr_0678486,fr,"Pas la meilleure mais pas chère

Convient à mon usage qui n’est sue de protéger ma tablette",4,enriched,price,absent,neutre,absent,absent
en_0309487,en,"Not production quality

This iron is sold as, ""Designed For Continuous Production Soldering"" I got mine in November 2014, it's dead in August 2019. I'm a hobbyist, I have never used the iron more than 3 hours in a day, and usually more like a couple of hours a week. It started making clicking sounds a month or so ago, and now the temperature display is going crazy. I bought it for $140 in 2014, and 5 years of light use is lousy value for that price. The price is now $250. Needless to say, I won't be buying another.",2,enriched,price,neutre,neutre,absent,absent
en_0013159,en,"Didn't have it had the wrong charge cable sent with ...

Didn't have it had the wrong charge cable sent with it seller don't sent replacement charging cable can't change unless I get the correct cable.",2,enriched,service,absent,absent,négatif,négatif
en_0273958,en,"No Bluetooth receiver arrived with the product

Both my original keyboard that was shipped to me and the replacement keyboard both were missing the Bluetooth receiver. It should have been stored in the battery compartment I found this out online at Logitech",2,enriched,delivery,neutre,absent,négatif,absent
fr_0051776,fr,"Sympa vu le prix

Les enfants apprécient et les parents aussi à voir sur le long terme et sa resistance",3,enriched,price,absent,neutre,absent,absent
en_0003950,en,"Not mixed assortment as described

Ordered 2 sets of what should have been mixed flavors (clearly spells out what the different flavors should be in the description). Instead, received one box of 120 Birthday Cake and a second box of 120 Pina Colada.",1,natural,none,neutre,absent,neutre,absent
en_0264369,en,"I have not received this item!

I did not receive this item. It has been stated it was shipped on Tuesday October 16 but I have not received an notification nor the item",1,enriched,delivery,absent,absent,négatif,absent
fr_0395135,fr,"Demande pas pris en compte

Nous avons demandé au vendeur par mail sur les 3 visuelles une priorité pour 2 motifs, on a reçu le 3ème que l'on ne voulais pas...",2,enriched,service,absent,absent,négatif,négatif
fr_0527003,fr,"Super rapide

Super smartphone extrêmement rapide ça change la vie. Sinon capteur d'empreintes légèrement capricieux de temps en temps mais très peu gênant en soit. À ce prix la foncé",5,enriched,price,absent,neutre,absent,absent
en_0458416,en,"Highly Recommended

This is indeed the best customer service I have ever received, and their responses are really quick. Nice product as well. Highly recommended!",5,enriched,service,positif,absent,neutre,positif
en_0384679,en,"Customer Service = A

I had one battery that went bad. Company promptly answered my concern and sent a replacement. I appreciate that very much as Quality is first but Customer Service can resolve minor issues.",4,enriched,service,négatif,absent,absent,positif
fr_0289564,fr,"Attention fragile

Décoration extérieure sous abri, ou entrée, ou patio. Jolies couleurs et jolie forme. Malheureusement très fragile aux soudures. J’ai reçu l’objet avec une patte cassée, donc achat supplémentaire de colle résine pour métal, du coup il n’est pas encore installé. Mieux vaudrait soigner davantage les emballages. Décevant.",2,enriched,delivery,négatif,absent,négatif,absent
en_0955780,en,"Arrived Damaged

Product is represented accurately in pictures. Seller did not provide adequate packing material/wrapping for shipment. Edge of product arrived slightly damaged. Would not purchase from seller again.",2,enriched,service,neutre,absent,négatif,négatif
en_0681882,en,"Had a strong chemical smell....

The mouth piece and tube had a strong chemical smell to it. This product if for infants and children. Amazon should think about where they store products for children and make sure unsealed product (like this one) isn't contaminated! Started the return process and wife threw it away because it was contaminated....now out $20.",1,enriched,service,absent,absent,absent,absent
fr_0374537,fr,"Dommage

Je n'ai rien reçu et le vendeur ne répond pas après plusieurs messages. Il devait être livré le 20 novembre mais nous sommes le 29 novembre et toujours rien et toujours aucune nouvelle du vendeur.",1,enriched,service,absent,absent,négatif,négatif
en_0104482,en,"Not very bright

Bought these to replace Sylvania bulbs that were double price for the basic bulb and these were the same brightness as the ones I replaced. Little disappointed in Phillips. However these are a direct fit replacement and had no issues with installation.",3,enriched,price,négatif,neutre,absent,absent
fr_0762922,fr,"INUTILE

J’avais pensé que ce serait très utile pour caler mes classeurs sur mon étagère et en fait le système est bien trop souple pour les retenir. J’ai essayé de les recycler dans leur utilisation originelle (organisation des piles de vêtements dans les placards), mais c’est également inutile, la largeur de ces équerres est trop étroite et ne couvre qu’un quart de la largeur des étagères de mon placard. En gros inutile et du coup excessivement cher!!!",1,enriched,price,neutre,neutre,absent,absent
en_0209147,en,"Nice watch to have an its affordable

I'm inlove with my watch its a good quality for its price every time I wear it I place it right back in the box wen done",5,enriched,price,positif,positif,absent,absent
en_0671341,en,"Missing sunglass lanyard!.......

I received these and was very happy so far on the clarity and fit/feel. But was very disappointed about not receiving the lanyard that was supposed to have come with it!? Never would have known to notice this but I ordered two of these and one came with it and one without it!",4,enriched,delivery,négatif,absent,négatif,absent
en_0113128,en,"Battery life - break noise

It was generally a good bike until the following: 1- battery life gave me only 5 miles (tried twice in different weather conditions) 2- break noise is so annoying I want to thanks amazon for returning the bike with a full refund, but I really regret returning it, i wish it would worked for me.",3,enriched,service,négatif,absent,absent,positif
fr_0244361,fr,"Blouson moto

Livraison rapide du produit. Par contre, il ne correspond pas tout à fait à la photo du site: dos montré avec une seule pièce de cuir, livré avec 3 pièces, épaulettes trop longues, pressions mal positionnées, manches trop amples et taille approximative(je fais du M et j'ai pris du L comme le conseillaient les autres acheteurs et ça ne tombait pas comme j'aurais voulu). Le retour ainsi que le remboursement ont été très rapides et sans problèmes: vendeur sérieux. Pour le prix, je crois qu'il ne faut pas être trop exigeant.",2,enriched,service,neutre,neutre,positif,positif
en_0429342,en,"All was good!

Got it earlier than the delivery was stated and fast. All was enclosed with packaging and instructions were included. Business card and a thank you note. I did my conversion and almost done. So, far it appears to be doing properly. I contacted seller with question about the yellow ink, but so far pleased.",4,enriched,service,absent,absent,positif,positif
fr_0710951,fr,"protection

bon rapport qualité prix",5,enriched,price,neutre,positif,absent,absent
en_0522295,en,"OK

They are suppose to be rated for 300 lbs each but the wheels splay out when supporting a baby grand... I can lift it so I know it is not over 300 lbs per leg....",3,natural,none,absent,absent,absent,absent
en_0541650,en,"It’s cheap and functional

Base your expectations on what you’re paying or else you’ll be sorely disappointed. The assembled piece looks nice from a distance and is functional. I purchased this to serve a purpose until I can afford to replace it with a more quality piece. For its price, it’s decent. I had almost bought it from another retailer for almost twice as much - thank God I checked Amazon’s price first. For any more than what I paid I would have been upset. The thin veneer came cracked in three pieces, two of them on the front of one of the doors and it’s noticeable. There were also scratches and blemishes on arrival - see photos. The doors themselves have cheap plastic hardware which I’ve already needed to super glue. The feet are more cheap plastic and hideously ugly but fortunately somewhat hidden. I’ll see how long it holds up and try to report back. Update: It’s only been a month and I’m already looking for a replacement. This thing scratches so easily and the dark color means the scratches are super noticeable. One of the shelves is also sagging from the items I put inside, which really weren’t that heavy. It’s truly not meant for more than shoes, I guess.",2,enriched,service,neutre,positif,absent,absent
fr_0056943,fr,"Pas terrible

La taille est convenable la couleur est jolie mais je suis très déçu car il manque de rembourrage et du coup le plastique dur en dessous fait mal aux fesses de l'enfant obligé de mettre une mousse en plus à l'intérieur franchement au vu du prix c'est pas normal",2,enriched,price,négatif,neutre,absent,absent
fr_0174222,fr,"Arnaque

Produit non reçu honteux le vendeur ne répond même pas au mail . A ne pas acheter ! C'est une grosse arnaque.",1,enriched,service,neutre,absent,négatif,négatif
fr_0616478,fr,"Bien mais

Très bon projecteur pour le prix la qualité est top le rendu nikel brancher avec des enceintes ç est bien MAIS on la renvoyer car il fait vraiment trop de bruit le ventilateur est monstrueusement bruyant",3,enriched,price,positif,neutre,absent,absent
fr_0978131,fr,"Ça fonctionne

Produit conforme à la description, livraison rapide. Fonctionne parfaitement.",5,enriched,delivery,positif,absent,positif,absent
fr_0947819,fr,"Bien mais pas de surprise vu le prix

Ventilateur pratique mais pas de grande qualité. Vu le prix je ne m'attendais pas à la lune mais j'espérais quand même plus d'un mois de service !",3,enriched,price,positif,neutre,absent,absent
fr_0754265,fr,"Produit bien reçu mauvais conditionnement

Produit reçu avant la date sauf que le bouchon était dévissé le bouton pression enlever ,l’huile dégouliné de partout après avoir contacté le revendeur un dialogue de sourd s’installe me demandant de lui envoyer une photo du produit. ( ma réponse croyez vous vraiment que je vais laisser le produit dans cette état pendant plusieur jour ) à l’heure d’aujourd’hui aucune solution trouvée. Par contre est-il normal que l’huile sente une odeur assez spéciale .",2,enriched,service,neutre,absent,négatif,négatif
fr_0789477,fr,"Attention arnaque

Le site Amazon devient de plus en plus décevant. Injoignable et ne fond rien pour que les clients soient rembourser. A ne surtout pas commander, arnaque. Je suis en attente de la commande depuis 4 mois. J'ai demander un remboursement que je n'ai jamais reçu à ce jour.",1,enriched,service,absent,absent,négatif,négatif
fr_0951933,fr,"retour

je voulais savoir si vous aviez reçu l'article ""lego star wars "" que je vous avez renvoyé ! merci de me repondre",4,enriched,service,neutre,absent,neutre,neutre
fr_0771499,fr,"écouteur son faible

son pas top assez faible pas d instruction en français impossible d'associer les 2 écouteurs bref je ne recommande pas autonomie 30 minutes à peine",2,natural,none,absent,absent,absent,absent
en_0646876,en,"Wow, best lighting deal on Amazon. These are FANTASTIC!

I paid $99 for these and feel like I got a deal of the century. I just saw them on sale for $69 and at that price it is a true bargain, a rare bargain. These arrived and they are the best lights I have ever bought for under $300. Stands, and quality soft boxes and lights. The power is perfect, balanced for daylight and provide stunning color. I have my more pricey LED panel to my son after these arrived as they do better. They even come with a nice carrying case. 5 Stars all the way.",5,enriched,delivery,positif,neutre,neutre,absent
en_0039974,en,"Quiet and powerful

great price for a great compressor",5,enriched,price,absent,positif,absent,absent
en_0209364,en,"Not always the same paper when you click reorder :|

I bought this paper twice. I used my dash button. The price did increase from the first time I purchased this box of paper. Not an issue there. What I'm pissed off about it that the paper quality is bad... The nicest word I can think of. The paper I received last time was a different weight then what is currently in this box. With the other paper could print on both sides without seeing through to the other side. This paper you can see through, curls and warps. It does not lay flat because of how thin it is. I'm sure this works great for some people. I need it in the classroom and it is distracting for the kids to see the ink from the other side. Now I don't know what I had received the last time. I don't know if that box was a mistake or if this box was the mistake. The packaging on this one matches the description. I have used up the other paper so I don't have any packaging to compare to beyond the ""reorder this item"" feature here on Amazon. To say I'm disappointed is an understatement. I'm very frustrated! I will have to use twice the amount of paper because I can't do the two-sided prints.",1,enriched,delivery,négatif,neutre,neutre,absent
fr_0316141,fr,"Vendeur serieux

Livraison rapide, la photo correspond parfaitement à l'article reçu... seul bémol, des paillettes partout dans l'emballage, sans doute du au transport, vendeur à l'écoute qui a parfaitement gérer mon problème.",4,enriched,delivery,positif,absent,positif,positif
en_0228410,en,"They work as well as similar strips

All these mouth strips are basically the same. This one is a better value since you get more for the money. As far as effectiveness for reducing snoring... mouth strips in my experience are no more or less effective than nose strips. However, they are a little more comfortable and much cheaper. They help a little most of the time but nothing I've tried will stop snoring completely.",4,natural,none,neutre,neutre,absent,absent
fr_0020857,fr,"Pas cher mais pas complet

Ayant commandé ce coffret collector en vue de l'anniversaire de mon fils quelle ne fut pas ma surprise de trouver tout le contenu sauf l'élément principal c'est-à-dire le disque du jeu le boîtier steelbook est vide!!!! Alors que sur l'annonce le jeu Destiny 2 été annoncé et que le reste du carton était parfaitement fermé donc à l'origine le disque n'a jamais été mis dans le coffret collector",1,enriched,price,absent,positif,absent,absent
en_0737774,en,"Nice bang for the buck!

These are a nice inexpensive alternative to those $40 cases from the phone store. Rated the same as my more expensive cover and looks just as nice.",4,enriched,price,absent,neutre,absent,absent
en_0426689,en,"Terrible customer service

Honestly I loved these headphones for swimming I can’t imagine swimming without them. My issue is with their customer service. I understand that electronics and water don’t mix usually so I bought the warranty. Sure enough 2 months after I purchased these headphones they stopped working which is annoying but fine whatever I bought the warranty. I filed my claim with Pyle and they said that they would ship my new pair of headphones. It’s been over two weeks and the item hasn’t even been shipped. I followed up with the customer service 6 times over 2 weeks before they sent me a tracking number and they haven’t even been shipped yet. Headphones should not break within 2 months of purchase but if they do and You have a warranty send the replacement. But I get it sometimes things are out of stock, however I should not have to follow up 6 different times just to get a response. Literally not even a hello or an apology for ignoring my emails they just sent the tracking number like sorry I bothered you for asking you to do your job.",1,enriched,service,positif,absent,absent,négatif
en_0491625,en,"Pleased

Good product. Good price",5,enriched,price,positif,positif,absent,absent
fr_0783268,fr,"Belles figurines

Super produit surtout pour le prix. Mon petit fils était ravi.",5,enriched,price,positif,neutre,absent,absent
